row_label_raw,row_label_full,Hợp đồng repo (*):,Tại ngày 01 tháng 01năm 2018VND,Bán trong nămVND,Mua lại trong nămVND,Chi phí repo đãphân bổ trong nămVND,Tại ngày 31 tháng 12năm 2018VND,Giá trị ghi sốtrái phiếu repoVND,numeric__Tại ngày 01 tháng 01năm 2018VND,numeric__Bán trong nămVND,numeric__Mua lại trong nămVND,numeric__Chi phí repo đãphân bổ trong nămVND,numeric__Tại ngày 31 tháng 12năm 2018VND,numeric__Giá trị ghi sốtrái phiếu repoVND
Ngân hàng TMCP Bảo Việt,Ngân hàng TMCP Bảo Việt,Ngân hàng TMCP Bảo Việt,4.833.671.857.676,6.582.666.890.000,(5.496.060.265.000),157.681.374.551,6.077.959.857.227,4.583.438.332.740,4833671857676.0,6582666890000.0,-5496060265000.0,157681374551.0,6077959857227.0,4583438332740.0
Ngân hàng TMCP ĐôngNam Á,Ngân hàng TMCP ĐôngNam Á,Ngân hàng TMCP ĐôngNam Á,4.505.742.696.213,7.382.069.310.000,(6.131.520.600.000),198.257.993.164,5.954.549.399.377,4.928.034.038.899,4505742696213.0,7382069310000.0,-6131520600000.0,198257993164.0,5954549399377.0,4928034038899.0
Ngân hàng TMCP Quốc tếViệt Nam,Ngân hàng TMCP Quốc tếViệt Nam,Ngân hàng TMCP Quốc tếViệt Nam,3.844.286.390.158,6.747.657.950.000,(4.940.189.573.556),145.068.618.364,5.796.823.384.966,5.077.028.919.930,3844286390158.0,6747657950000.0,-4940189573556.0,145068618364.0,5796823384966.0,5077028919930.0
Ngân hàng TMCP Kỹthương Việt Nam,Ngân hàng TMCP Kỹthương Việt Nam,Ngân hàng TMCP Kỹthương Việt Nam,3.192.591.261.574,8.391.385.285.000,(9.252.140.590.000),157.421.637.966,2.489.257.594.540,1.975.711.290.235,3192591261574.0,8391385285000.0,-9252140590000.0,157421637966.0,2489257594540.0,1975711290235.0
Công ty khác,Công ty khác,Công ty khác,1.225.778.052.288,1.585.213.350.685,(2.747.673.465.696),34.378.500.766,97.696.438.043,90.104.400.000,1225778052288.0,1585213350685.0,-2747673465696.0,34378500766.0,97696438043.0,90104400000.0
,,,17.602.070.257.909,30.688.992.785.685,(28.567.584.494.252),692.808.124.811,20.416.286.674.153,16.654.316.981.804,17602070257909.0,30688992785685.0,-28567584494252.0,692808124811.0,20416286674153.0,16654316981804.0
