row_label_raw,row_label_full,col_0,Quá hạn,Không xác định kỳ hạn,Đến 01 năm,Từ 01 - 05 năm,Trên 05 năm,Tổng cộng,numeric__Quá hạn,numeric__Không xác định kỳ hạn,numeric__Đến 01 năm,numeric__Từ 01 - 05 năm,numeric__Trên 05 năm,numeric__Tổng cộng
TÀI SẢN TÀI CHÍNH (trình bày lại),TÀI SẢN TÀI CHÍNH (trình bày lại),TÀI SẢN TÀI CHÍNH (trình bày lại),TÀI SẢN TÀI CHÍNH (trình bày lại),TÀI SẢN TÀI CHÍNH (trình bày lại),TÀI SẢN TÀI CHÍNH (trình bày lại),TÀI SẢN TÀI CHÍNH (trình bày lại),TÀI SẢN TÀI CHÍNH (trình bày lại),TÀI SẢN TÀI CHÍNH (trình bày lại),,,,,,
Tiền và các khoản tương đương tiền,TÀI SẢN TÀI CHÍNH (trình bày lại) > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,-,-,3.789.197,-,-,3.789.197,,,3789197.0,,,3789197.0
Phải thu hoạt động bảo hiểm gốc,TÀI SẢN TÀI CHÍNH (trình bày lại) > Phải thu hoạt động bảo hiểm gốc,Phải thu hoạt động bảo hiểm gốc,150.506,-,1.073.595,-,-,1.224.101,150506.0,,1073595.0,,,1224101.0
Phải thu tái bảo hiểm,TÀI SẢN TÀI CHÍNH (trình bày lại) > Phải thu tái bảo hiểm,Phải thu tái bảo hiểm,-,-,894.356,-,-,894.356,,,894356.0,,,894356.0
Tái sản tái bảo hiểm,TÀI SẢN TÀI CHÍNH (trình bày lại) > Tái sản tái bảo hiểm,Tái sản tái bảo hiểm,-,-,2.344.655,-,-,2.344.655,,,2344655.0,,,2344655.0
Các khoản phải thu khác,TÀI SẢN TÀI CHÍNH (trình bày lại) > Các khoản phải thu khác,Các khoản phải thu khác,-,-,113.844,-,-,113.844,,,113844.0,,,113844.0
"- Các khoản cầm cố, ký quỹ, ký cược","TÀI SẢN TÀI CHÍNH (trình bày lại) > - Các khoản cầm cố, ký quỹ, ký cược","- Các khoản cầm cố, ký quỹ, ký cược",-,-,83.911,-,-,83.911,,,83911.0,,,83911.0
- Phải thu cổ tức,TÀI SẢN TÀI CHÍNH (trình bày lại) > - Phải thu cổ tức,- Phải thu cổ tức,-,-,29.933,-,-,29.933,,,29933.0,,,29933.0
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN TÀI CHÍNH (trình bày lại) > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,189.901,-,34.550.214,19.675.593,62.953.257,117.368.965,189901.0,,34550214.0,19675593.0,62953257.0,117368965.0
- Hợp đồng tiền gửi có ký hạn,TÀI SẢN TÀI CHÍNH (trình bày lại) > - Hợp đồng tiền gửi có ký hạn,- Hợp đồng tiền gửi có ký hạn,-,-,29.189.677,2.980.280,182.588,32.352.545,,,29189677.0,2980280.0,182588.0,32352545.0
- Trái phiếu,TÀI SẢN TÀI CHÍNH (trình bày lại) > - Trái phiếu,- Trái phiếu,189.901,-,5.360.537,16.695.313,62.770.669,85.016.420,189901.0,,5360537.0,16695313.0,62770669.0,85016420.0
Chứng khoán kinh doanh,TÀI SẢN TÀI CHÍNH (trình bày lại) > Chứng khoán kinh doanh,Chứng khoán kinh doanh,-,2.230.828,129.840,-,-,2.360.668,,2230828.0,129840.0,,,2360668.0
- Cổ phiếu niêm yết,TÀI SẢN TÀI CHÍNH (trình bày lại) > - Cổ phiếu niêm yết,- Cổ phiếu niêm yết,-,1.330.051,-,-,-,1.330.051,,1330051.0,,,,1330051.0
- Cổ phiếu chưa niêm yết,TÀI SẢN TÀI CHÍNH (trình bày lại) > - Cổ phiếu chưa niêm yết,- Cổ phiếu chưa niêm yết,-,671.764,-,-,-,671.764,,671764.0,,,,671764.0
- Chứng chỉ quỹ,TÀI SẢN TÀI CHÍNH (trình bày lại) > - Chứng chỉ quỹ,- Chứng chỉ quỹ,-,229.013,-,-,-,229.013,,229013.0,,,,229013.0
- Trái phiếu,TÀI SẢN TÀI CHÍNH (trình bày lại) > - Trái phiếu,- Trái phiếu,-,-,129.840,-,-,129.840,,,129840.0,,,129840.0
Đầu tư tài chính khác,TÀI SẢN TÀI CHÍNH (trình bày lại) > Đầu tư tài chính khác,Đầu tư tài chính khác,-,215.893,-,-,-,215.893,,215893.0,,,,215893.0
Cho vay và tạm ứng khách hàng,TÀI SẢN TÀI CHÍNH (trình bày lại) > Cho vay và tạm ứng khách hàng,Cho vay và tạm ứng khách hàng,1.906,-,1.568.597,-,-,1.570.503,1906.0,,1568597.0,,,1570503.0
Các tài sản khác,TÀI SẢN TÀI CHÍNH (trình bày lại) > Các tài sản khác,Các tài sản khác,7.505,-,399.514,-,-,407.019,7505.0,,399514.0,,,407019.0
TỔNG CỘNG,TÀI SẢN TÀI CHÍNH (trình bày lại) > TỔNG CỘNG,TỔNG CỘNG,349.818,2.446.721,44.863.812,19.675.593,62.953.257,130.289.201,349818.0,2446721.0,44863812.0,19675593.0,62953257.0,130289201.0
