row_label_raw,row_label_full,col_0,Tại ngày 01 tháng 01 năm 2018 > Giá trị VND,Tại ngày 01 tháng 01 năm 2018 > Số có khả năng trả nợ VND,Tại ngày 01 tháng 01 năm 2018 > Tăng VND,Tại ngày 01 tháng 01 năm 2018 > Giảm VND,Tại ngày 31 tháng 12 năm 2018 > Giá trị VND,Tại ngày 31 tháng 12 năm 2018 > Số có khả năng trả nợ VND,numeric__Tại ngày 01 tháng 01 năm 2018 > Giá trị VND,numeric__Tại ngày 01 tháng 01 năm 2018 > Số có khả năng trả nợ VND,numeric__Tại ngày 01 tháng 01 năm 2018 > Tăng VND,numeric__Tại ngày 01 tháng 01 năm 2018 > Giảm VND,numeric__Tại ngày 31 tháng 12 năm 2018 > Giá trị VND,numeric__Tại ngày 31 tháng 12 năm 2018 > Số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,,,,
Vay thầu chi ngân hàng,Vay ngắn hạn > Vay thầu chi ngân hàng,Vay thầu chi ngân hàng,89.985.675.489,89.985.675.489,697.104.420.883,(737.190.096.372),49.900.000.000,49.900.000.000,89985675489.0,89985675489.0,697104420883.0,-737190096372.0,49900000000.0,49900000000.0
Vay ngân hàng,Vay ngắn hạn > Vay ngân hàng,Vay ngân hàng,1.856.800.000,1.856.800.000,143.545.436.991,(63.960.686.610),81.441.550.381,81.441.550.381,1856800000.0,1856800000.0,143545436991.0,-63960686610.0,81441550381.0,81441550381.0
,,,91.842.475.489,91.842.475.489,840.649.857.874,(801.150.782.982),131.341.550.381,131.341.550.381,91842475489.0,91842475489.0,840649857874.0,-801150782982.0,131341550381.0,131341550381.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,,,,,,
Vay ngân hàng,Vay dài hạn > Vay ngân hàng,Vay ngân hàng,3.922.299.998,3.922.299.998,146.294.000.000,(1.545.436.991),148.670.863.007,148.670.863.007,3922299998.0,3922299998.0,146294000000.0,-1545436991.0,148670863007.0,148670863007.0
Trái phiếu phát hành (*),Vay dài hạn > Trái phiếu phát hành (*),Trái phiếu phát hành (*),-,-,300.000.000.000,-,300.000.000.000,300.000.000.000,,,300000000000.0,,300000000000.0,300000000000.0
,,,3.922.299.998,3.922.299.998,446.294.000.000,(1.545.436.991),448.670.863.007,448.670.863.007,3922299998.0,3922299998.0,446294000000.0,-1545436991.0,448670863007.0,448670863007.0
Tổng cộng,Vay dài hạn > Tổng cộng,Tổng cộng,95.764.775.487,95.764.775.487,1.286.943.857.874,(802.696.219.973),580.012.413.388,580.012.413.388,95764775487.0,95764775487.0,1286943857874.0,-802696219973.0,580012413388.0,580012413388.0
