row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2018VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2017(trình bày lại)VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2018VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2017(trình bày lại)VND
- Hoàn nhập chênh lệch tạm thời chi phí dự phòng tài chính chưa được trừ các năm trước,Các khoản điều chỉnh giảm > - Hoàn nhập chênh lệch tạm thời chi phí dự phòng tài chính chưa được trừ các năm trước,- Hoàn nhập chênh lệch tạm thời chi phí dự phòng tài chính chưa được trừ các năm trước,(148.950.463.300),(88.425.694.957),-148950463300.0,-88425694957.0
- Lãi chênh lệch tỷ giá do đánh giá chênh lệch tỷ giá cuối năm,Các khoản điều chỉnh giảm > - Lãi chênh lệch tỷ giá do đánh giá chênh lệch tỷ giá cuối năm,- Lãi chênh lệch tỷ giá do đánh giá chênh lệch tỷ giá cuối năm,(7.353.581.873),(6.424.880.056),-7353581873.0,-6424880056.0
- Các khoản hoàn nhập dự phòng sử dụng phương pháp đánh giá nội bộ,Các khoản điều chỉnh giảm > - Các khoản hoàn nhập dự phòng sử dụng phương pháp đánh giá nội bộ,- Các khoản hoàn nhập dự phòng sử dụng phương pháp đánh giá nội bộ,(6.118.474.850),(32.685.253.714),-6118474850.0,-32685253714.0
- Hoàn nhập chi phí chưa được khấu trừ năm trước,Các khoản điều chỉnh giảm > - Hoàn nhập chi phí chưa được khấu trừ năm trước,- Hoàn nhập chi phí chưa được khấu trừ năm trước,(221.147.465),(915.221.855),-221147465.0,-915221855.0
Các khoản không chịu thuế phát sinh từ cácbút toán điều chỉnh hợp nhất,Các khoản điều chỉnh giảm > Các khoản không chịu thuế phát sinh từ cácbút toán điều chỉnh hợp nhất,Các khoản không chịu thuế phát sinh từ cácbút toán điều chỉnh hợp nhất,(48.810.820.165),(100.796.465.227),-48810820165.0,-100796465227.0
Chuyển lỗ từ năm trước,Các khoản điều chỉnh giảm > Chuyển lỗ từ năm trước,Chuyển lỗ từ năm trước,(162.455.131),-,-162455131.0,
Các khoản không chịu thuế,Các khoản điều chỉnh giảm > Các khoản không chịu thuế,Các khoản không chịu thuế,(83.123.320.561),(41.118.383.130),-83123320561.0,-41118383130.0
Tổng điều chỉnh đối với lợi nhuận trước thuế,Các khoản điều chỉnh giảm > Tổng điều chỉnh đối với lợi nhuận trước thuế,Tổng điều chỉnh đối với lợi nhuận trước thuế,(285.108.941.688),(282.489.311.424),-285108941688.0,-282489311424.0
Thu nhập chịu thuế (“TNCT”) ước tinh,Các khoản điều chỉnh giảm > Thu nhập chịu thuế (“TNCT”) ước tinh,Thu nhập chịu thuế (“TNCT”) ước tinh,1.110.445.888.099,1.662.243.783.044,1110445888099.0,1662243783044.0
- TNCT chịu thuế suất 10%,Các khoản điều chỉnh giảm > - TNCT chịu thuế suất 10%,- TNCT chịu thuế suất 10%,614.500.743,319.396.076,614500743.0,319396076.0
- TNCT chịu thuế suất 20%,Các khoản điều chỉnh giảm > - TNCT chịu thuế suất 20%,- TNCT chịu thuế suất 20%,1.109.831.387.356,1.661.924.386.968,1109831387356.0,1661924386968.0
Thuế TNDN hiện hành ước tính trong nămĐiều chỉnh chi phí thuế của các năm trước theo quyếtđịnh của cơ quan thuế,Các khoản điều chỉnh giảm > Thuế TNDN hiện hành ước tính trong nămĐiều chỉnh chi phí thuế của các năm trước theo quyếtđịnh của cơ quan thuế,Thuế TNDN hiện hành ước tính trong nămĐiều chỉnh chi phí thuế của các năm trước theo quyếtđịnh của cơ quan thuế,222.027.727.545,332.416.817.002,222027727545.0,332416817002.0
Thuế TNDN hiện hành ước tính trong nămĐiều chỉnh chi phí thuế của các năm trước theo quyếtđịnh của cơ quan thuế,Các khoản điều chỉnh giảm > Thuế TNDN hiện hành ước tính trong nămĐiều chỉnh chi phí thuế của các năm trước theo quyếtđịnh của cơ quan thuế,Thuế TNDN hiện hành ước tính trong nămĐiều chỉnh chi phí thuế của các năm trước theo quyếtđịnh của cơ quan thuế,744.226.809,479.870.041,744226809.0,479870041.0
Thuế TNDN ước tính trong năm,Các khoản điều chỉnh giảm > Thuế TNDN ước tính trong năm,Thuế TNDN ước tính trong năm,222.771.954.354,332.896.687.043,222771954354.0,332896687043.0
Thuế TNDN phải trả đầu năm/(có thể thu hồi),Các khoản điều chỉnh giảm > Thuế TNDN phải trả đầu năm/(có thể thu hồi),Thuế TNDN phải trả đầu năm/(có thể thu hồi),76.661.641.046,(16.784.786.948),76661641046.0,-16784786948.0
Thuế TNDN đã trả trong năm,Các khoản điều chỉnh giảm > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(271.433.425.584),(239.450.259.049),-271433425584.0,-239450259049.0
Thuế TNDN phải trả cuối năm,Các khoản điều chỉnh giảm > Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,28.000.169.816,76.661.641.046,28000169816.0,76661641046.0
