row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017 (trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017 (trình bày lại)
01,01,01,Doanh thu phí bảo hiểm (01 = 02 + 03 + 04),,30.865.079.430.408,25.009.216.062.297,,,30865079430408.0,25009216062297.0
02,02,02,Phí bảo hiểm gốc,25.1,31.360.101.747.120,25.522.587.440.244,,251.0,31360101747120.0,25522587440244.0
03,03,03,Phí nhận tái bảo hiểm,25.2,246.198.035.646,266.097.461.444,,252.0,246198035646.0,266097461444.0
04,04,04,Tăng dự phòng phí chưa được hưởng của bảo hiểm gốc và nhận tái bảo hiểm,,(741.220.352.358),(779.468.839.391),,,-741220352358.0,-779468839391.0
05,05,05,Phí nhượng tái bảo hiểm (05 = 06 + 07),,(2.537.304.827.973),(1.641.147.464.342),,,-2537304827973.0,-1641147464342.0
06,06,06,Tổng phí nhượng tái bảo hiểm,26,(3.176.401.365.143),(1.907.954.935.940),,26.0,-3176401365143.0,-1907954935940.0
07,07,07,Tăng dự phòng phí nhượng tái bảo hiểm,,639.096.537.170,266.807.471.598,,,639096537170.0,266807471598.0
08,08,08,Doanh thu phí bảo hiểm thuần (08 = 01 + 05),,28.327.774.602.435,23.368.068.597.955,,,28327774602435.0,23368068597955.0
09,09,09,Hoa hồng nhượng tái bảo hiểm và doanh thu khác hoạt động kinh doanh bảo hiểm (09 = 10 + 11),,738.035.602.144,675.092.403.794,,,738035602144.0,675092403794.0
10,10,10,Thu hoa hồng nhượng tái bảo hiểm,18,348.713.176.644,266.706.871.477,,18.0,348713176644.0,266706871477.0
11,11,11,Thu nhập khác hoạt động kinh doanh bảo hiểm (11 = 12 + 13 + 14),,389.322.425.500,408.385.532.317,,,389322425500.0,408385532317.0
12,12,12,Thu khác nhận tái bảo hiểm,,82.956.588,45.693.273,,,82956588.0,45693273.0
13,13,13,Thu khác nhượng tái bảo hiểm,,358.140.110.722,366.084.846.827,,,358140110722.0,366084846827.0
14,14,14,Thu hoạt động khác,,31.099.358.190,42.254.992.217,,,31099358190.0,42254992217.0
15,15,15,Doanh thu thuần từ hoạt động kinh doanh bảo hiểm (15 = 08 + 09),,29.065.810.204.579,24.043.161.001.749,,,29065810204579.0,24043161001749.0
16,16,16,Chỉ bồi thường bảo hiểm gốc và chỉ trả đáo hạn,27.1,(11.429.705.212.445),(8.462.495.296.824),,271.0,-11429705212445.0,-8462495296824.0
17,17,17,Chỉ bồi thường nhận tái bảo hiểm,27.2,(207.609.449.682),(166.688.253.900),,272.0,-207609449682.0,-166688253900.0
18,18,18,Các khoản giảm trừ chi phí (18 = 19 + 20),,11.570.700.972,3.823.723.341,,,11570700972.0,3823723341.0
19,19,19,Thu đời người thứ ba,,10.972.232.318,2.392.119.840,,,10972232318.0,2392119840.0
20,20,20,Thu xử lý hàng bồi thường 100%,,598.468.654,1.431.603.501,,,598468654.0,1431603501.0
21,21,21,Thu bồi thường nhượng tái bảo hiểm,27.3,1.851.735.301.216,856.725.053.583,,273.0,1851735301216.0,856725053583.0
22,22,22,Tăng dự phòng nghiệp vụ bảo hiểm gốc (22 = 23 + 24 + 25 + 26),,(15.258.503.337.478),(9.984.734.443.551),,,-15258503337478.0,-9984734443551.0
23,23,23,Tăng dự phòng toán học,,(14.104.161.089.076),(9.930.862.905.665),,,-14104161089076.0,-9930862905665.0
24,24,24,Tăng dự phòng lãi cam kết đầu tư tối thiểu,,(963.717.898.004),-,,,-963717898004.0,
25,25,25,Tăng dự phòng chia lãi,,(149.780.059.365),(43.761.827.330),,,-149780059365.0,-43761827330.0
26,26,26,Tăng dự phòng đảm bảo cân đối,,(40.844.291.033),(10.109.710.556),,,-40844291033.0,-10109710556.0
27,27,27,Tăng dự phòng bồi thường bảo hiểm gốc và nhận tái bảo hiểm,,(716.086.351.811),(921.928.628.436),,,-716086351811.0,-921928628436.0
28,28,28,Tăng dự phòng bồi thường nhượng tái bảo hiểm,,356.530.016.940,761.559.266.197,,,356530016940.0,761559266197.0
29,29,29,Tổng chỉ bồi thường và trả tiền bảo hiểm (29 = 16 + 17 + 18 + 21 + 22 + 27 + 28),,(25.392.068.332.288),(17.913.738.579.590),,,-25392068332288.0,-17913738579590.0
30,30,30,Chỉ bồi thường từ quỹ dao động lớn,,24.000.000.000,281.408.224.424,,,24000000000.0,281408224424.0
