row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2018VND,Ngày 31 tháng 12năm 2017VND,numeric__Ngày 31 tháng 12năm 2018VND,numeric__Ngày 31 tháng 12năm 2017VND
Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,,
Bảo hiểm nhân thọ,Hoạt động bảo hiểm > Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,28.053.464.446,19.232.889.458,28053464446.0,19232889458.0
Bảo hiểm phi nhân thọ,Hoạt động bảo hiểm > Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,88.878.096.016,44.590.841.086,88878096016.0,44590841086.0
,,,116.931.560.462,63.823.730.544,116931560462.0,63823730544.0
Hoạt động tài chính,Hoạt động tài chính,Hoạt động tài chính,Hoạt động tài chính,Hoạt động tài chính,,
Lãi tiền gửi nhận trước,Hoạt động tài chính > Lãi tiền gửi nhận trước,Lãi tiền gửi nhận trước,2.282.572.047,2.282.572.045,2282572047.0,2282572045.0
Tạm ứng cổ tức,Hoạt động tài chính > Tạm ứng cổ tức,Tạm ứng cổ tức,-,5.524.092.000,,5524092000.0
,,,2.282.572.047,7.806.664.045,2282572047.0,7806664045.0
Hoạt động khác,Hoạt động khác,Hoạt động khác,Hoạt động khác,Hoạt động khác,,
Hoạt động quản lý bất động sản,Hoạt động khác > Hoạt động quản lý bất động sản,Hoạt động quản lý bất động sản,1.101.756.722,698.470.942,1101756722.0,698470942.0
Doanh thu đào tạo nhận trước,Hoạt động khác > Doanh thu đào tạo nhận trước,Doanh thu đào tạo nhận trước,296.736.687,284.935.136,296736687.0,284935136.0
,,,1.398.493.409,983.406.078,1398493409.0,983406078.0
,,,120.612.625.918,72.613.800.667,120612625918.0,72613800667.0
