row_label_raw,row_label_full,Thuế suất thuế TNDN sử dụng để xác định giá trị thuế thu nhập hoãn lại phải trả,Ngày 31 tháng 12năm 2018VND > 20%,Ngày 31 tháng 12năm 2017VND > 20%,numeric__Ngày 31 tháng 12năm 2018VND > 20%,numeric__Ngày 31 tháng 12năm 2017VND > 20%
Các khoản chênh lệch tạm thời chịu thuế Trong đó:,Các khoản chênh lệch tạm thời chịu thuế Trong đó:,Các khoản chênh lệch tạm thời chịu thuế Trong đó:,7.350.373.954,6.424.880.056,7350373954.0,6424880056.0
- Lãi chênh lệch tỷ giá cuối năm,- Lãi chênh lệch tỷ giá cuối năm,- Lãi chênh lệch tỷ giá cuối năm,7.350.373.954,6.424.880.056,7350373954.0,6424880056.0
Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,1.470.074.791,1.284.976.011,1470074791.0,1284976011.0
