row_label_raw,row_label_full,col_0,Trang,numeric__Trang
Thông tin chung,Thông tin chung,Thông tin chung,1 - 2,
Báo cáo của Hội đồng Quản trị,Thông tin chung > Báo cáo của Hội đồng Quản trị,Báo cáo của Hội đồng Quản trị,3,3.0
Báo cáo kiểm toán độc lập,Báo cáo kiểm toán độc lập,Báo cáo kiểm toán độc lập,4 - 5,
Bằng cân đối kế toán hợp nhất,Bằng cân đối kế toán hợp nhất,Bằng cân đối kế toán hợp nhất,6 - 9,
Báo cáo kết quả hoạt động kinh doanh hợp nhất,Báo cáo kết quả hoạt động kinh doanh hợp nhất,Báo cáo kết quả hoạt động kinh doanh hợp nhất,10 - 12,
Báo cáo lưu chuyển tiền tệ hợp nhất,Báo cáo lưu chuyển tiền tệ hợp nhất,Báo cáo lưu chuyển tiền tệ hợp nhất,13 - 14,
Thuyết minh báo cáo tài chính hợp nhất,Thuyết minh báo cáo tài chính hợp nhất,Thuyết minh báo cáo tài chính hợp nhất,15 - 113,
