row_label_raw,row_label_full,col_0,Biên khả năng thanh toán(triệu VND),Biên khả năng thanh toán tối thiểu(triệu VND),Tỷ lệ biên khả năng thanh toán(%),numeric__Biên khả năng thanh toán(triệu VND),numeric__Biên khả năng thanh toán tối thiểu(triệu VND),numeric__Tỷ lệ biên khả năng thanh toán(%)
Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,,,
Tại ngày 31/12/2018,Bảo hiểm Bảo Việt > Tại ngày 31/12/2018,Tại ngày 31/12/2018,1.817.689,1.733.776,105,1817689.0,1733776.0,105.0
Tại ngày 31/12/2017,Bảo hiểm Bảo Việt > Tại ngày 31/12/2017,Tại ngày 31/12/2017,1.613.902,1.605.103,101,1613902.0,1605103.0,101.0
Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,,,
Tại ngày 31/12/2018,Bảo Việt Nhân thọ > Tại ngày 31/12/2018,Tại ngày 31/12/2018,3.740.074,3.512.088,106,3740074.0,3512088.0,106.0
Tại ngày 31/12/2017(trình bày lại),Bảo Việt Nhân thọ > Tại ngày 31/12/2017(trình bày lại),Tại ngày 31/12/2017(trình bày lại),3.051.841,2.700.173,113,3051841.0,2700173.0,113.0
