row_label_raw,row_label_full,Chỉ tiêu,Mã số,Từ ngày 01/01/2018đến ngày 30/6/2018(Trước điều chỉnh),Điều chỉnh hồi tố,Từ ngày 01/01/2018đến ngày 30/6/2018(Sau điều chỉnh),numeric__Mã số,numeric__Từ ngày 01/01/2018đến ngày 30/6/2018(Trước điều chỉnh),numeric__Điều chỉnh hồi tố,numeric__Từ ngày 01/01/2018đến ngày 30/6/2018(Sau điều chỉnh)
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,12.660.927.353.545,(906.526.178),12.660.020.827.367,1.0,12660927353545.0,-906526178.0,12660020827367.0
2. Giá vốn hàng bán,2. Giá vốn hàng bán,2. Giá vốn hàng bán,11,11.163.507.250.583,(249.579.702.735),10.913.927.547.848,11.0,11163507250583.0,-249579702735.0,10913927547848.0
3. Chi phí tài chính,3. Chi phí tài chính,3. Chi phí tài chính,22,426.450.259.512,4.225.118.713,430.675.378.225,22.0,426450259512.0,4225118713.0,430675378225.0
4. Chi phí quản lý doanh nghiệp,4. Chi phí quản lý doanh nghiệp,4. Chi phí quản lý doanh nghiệp,26,259.453.387.435,(1.195.038.820),258.258.348.615,26.0,259453387435.0,-1195038820.0,258258348615.0
5. Thu nhập khác,5. Thu nhập khác,5. Thu nhập khác,31,13.059.590.845,(1.569.744.440),11.489.846.405,31.0,13059590845.0,-1569744440.0,11489846405.0
6. Chi phí khác,6. Chi phí khác,6. Chi phí khác,32,3.708.103.508,1.485.950,3.709.589.458,32.0,3708103508.0,1485950.0,3709589458.0
7. Chi phí thuê thu nhập doanh nghiệp hiện hành,7. Chi phí thuê thu nhập doanh nghiệp hiện hành,7. Chi phí thuê thu nhập doanh nghiệp hiện hành,51,99.912.228.326,5.254.418,99.917.482.744,51.0,99912228326.0,5254418.0,99917482744.0
8. Lợi nhuận sau thuê thu nhập doanh nghiệp,8. Lợi nhuận sau thuê thu nhập doanh nghiệp,8. Lợi nhuận sau thuê thu nhập doanh nghiệp,60,1.930.894.513.821,244.066.611.856,2.174.961.125.677,60.0,1930894513821.0,244066611856.0,2174961125677.0
