row_label_raw,row_label_full,col_0,Từ ngày 01/7/2018đến ngày 31/12/2018,Từ ngày 01/01/2018đến ngày 30/6/2018,numeric__Từ ngày 01/7/2018đến ngày 31/12/2018,numeric__Từ ngày 01/01/2018đến ngày 30/6/2018
,,,VND,VND,,
Số đầu kỳ,Số đầu kỳ,Số đầu kỳ,166.875.503.857,167.971.405.690,166875503857.0,167971405690.0
Phát sinh trong kỳ,Phát sinh trong kỳ,Phát sinh trong kỳ,200.956.191.159,22.410.842.912,200956191159.0,22410842912.0
Kết chuyển sang tài sản cố định hữu hình,Kết chuyển sang tài sản cố định hữu hình,Kết chuyển sang tài sản cố định hữu hình,(5.027.562.391),(7.593.759.438),-5027562391.0,-7593759438.0
Ghi nhận vào chi phí trả trước hoặc chi phí,Ghi nhận vào chi phí trả trước hoặc chi phí,Ghi nhận vào chi phí trả trước hoặc chi phí,(179.468.707.366),(15.912.985.307),-179468707366.0,-15912985307.0
Số cuối kỳ,Số cuối kỳ,Số cuối kỳ,183.335.425.259,166.875.503.857,183335425259.0,166875503857.0
