row_label_raw,row_label_full,col_0,31/12/2018,01/7/2018,numeric__31/12/2018,numeric__01/7/2018
,,,VND,VND,,
a. Phải trả ngắn hạn khác,a. Phải trả ngắn hạn khác,a. Phải trả ngắn hạn khác,83.827.718.717,42.409.677.048,83827718717.0,42409677048.0
Phải trả về cổ phần hóa,Phải trả về cổ phần hóa,Phải trả về cổ phần hóa,17.001.027.885,17.001.027.885,17001027885.0,17001027885.0
- Chênh lệch giá trị vốn nhà nước sau khi bùđắp vốn điều lệ của công ty cổ phần (i),- Chênh lệch giá trị vốn nhà nước sau khi bùđắp vốn điều lệ của công ty cổ phần (i),- Chênh lệch giá trị vốn nhà nước sau khi bùđắp vốn điều lệ của công ty cổ phần (i),6.923.066.631,6.923.066.631,6923066631.0,6923066631.0
- Tiên thu từ cổ phần hóa chờ quyết toán chíphí cổ phần hóa,- Tiên thu từ cổ phần hóa chờ quyết toán chíphí cổ phần hóa,- Tiên thu từ cổ phần hóa chờ quyết toán chíphí cổ phần hóa,10.077.961.254,10.077.961.254,10077961254.0,10077961254.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,66.826.690.832,25.408.649.163,66826690832.0,25408649163.0
b. Các khoản phải trả khác cho các bênliên quan (Chỉ tiết tại Thuyết minh số 32),b. Các khoản phải trả khác cho các bênliên quan (Chỉ tiết tại Thuyết minh số 32),b. Các khoản phải trả khác cho các bênliên quan (Chỉ tiết tại Thuyết minh số 32),2.154.550.281.831,2.154.620.133.101,2154550281831.0,2154620133101.0
Tập đoàn Dầu khí Việt Nam (ii),Tập đoàn Dầu khí Việt Nam (ii),Tập đoàn Dầu khí Việt Nam (ii),2.130.275.290.623,2.130.275.290.623,2130275290623.0,2130275290623.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,24.274.991.208,24.344.842.478,24274991208.0,24344842478.0
,,,2.238.378.000.548,2.197.029.810.149,2238378000548.0,2197029810149.0
