row_label_raw,row_label_full,col_0,Từ ngày 01/7/2018đến ngày 31/12/2018,Từ ngày 01/01/2018đến ngày 30/6/2018(Trình bày lại),numeric__Từ ngày 01/7/2018đến ngày 31/12/2018,numeric__Từ ngày 01/01/2018đến ngày 30/6/2018(Trình bày lại)
,,,VND,VND,,
Doanh thu bán điện,Doanh thu bán điện,Doanh thu bán điện,9.989.470.137.052,12.658.287.186.534,9989470137052.0,12658287186534.0
Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,-,1.733.640.833,,1733640833.0
,,,9.989.470.137.052,12.660.020.827.367,9989470137052.0,12660020827367.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với các bên liên quan(được trình bày tại Thuyết minh số 32),Trong đó: > Doanh thu với các bên liên quan(được trình bày tại Thuyết minh số 32),Doanh thu với các bên liên quan(được trình bày tại Thuyết minh số 32),108.840.897.585,121.876.625.880,108840897585.0,121876625880.0
