row_label_raw,row_label_full,col_0,Chênh lệch tỷ giá đánh giá lại tại ngày 30/6/2018,Chênh lệch tỷ giá chuyển giao cho công ty cổ phần,numeric__Chênh lệch tỷ giá đánh giá lại tại ngày 30/6/2018,numeric__Chênh lệch tỷ giá chuyển giao cho công ty cổ phần
,,,VND,VND,,
Lỗ chênh lệch tỷ giá,Lỗ chênh lệch tỷ giá,Lỗ chênh lệch tỷ giá,124.277.669.208,85.859.153.505,124277669208.0,85859153505.0
