row_label_raw,row_label_full,col_0,01/7/2018 > Giá trị,01/7/2018 > VND Số có khả năng trả nợ,Trong kỳ > Tăng,Trong kỳ > VND Giảm,31/12/2018 > Giá trị,31/12/2018 > VND Số có khả năng trả nợ,numeric__01/7/2018 > Giá trị,numeric__01/7/2018 > VND Số có khả năng trả nợ,numeric__Trong kỳ > Tăng,numeric__Trong kỳ > VND Giảm,numeric__31/12/2018 > Giá trị,numeric__31/12/2018 > VND Số có khả năng trả nợ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,3.095.234.609.283,3.095.234.609.283,2.679.989.673.343,5.555.905.925.126,219.318.357.500,219.318.357.500,3095234609283.0,3095234609283.0,2679989673343.0,5555905925126.0,219318357500.0,219318357500.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,3.966.576.788.082,3.966.576.788.082,1.953.429.369.045,2.049.899.644.041,3.870.106.513.086,3.870.106.513.086,3966576788082.0,3966576788082.0,1953429369045.0,2049899644041.0,3870106513086.0,3870106513086.0
,,,7.061.811.397.365,7.061.811.397.365,4.633.419.042.388,7.605.805.569.167,4.089.424.870.586,4.089.424.870.586,7061811397365.0,7061811397365.0,4633419042388.0,7605805569167.0,4089424870586.0,4089424870586.0
