row_label_raw,row_label_full,col_0,Số dư đã trích lập tại ngày 30/6/2018,Giá trị tổn thất do Tổng Công ty xác định,Giá trị dự phòng hoàn nhập vào kết quả kinh doanh,numeric__Số dư đã trích lập tại ngày 30/6/2018,numeric__Giá trị tổn thất do Tổng Công ty xác định,numeric__Giá trị dự phòng hoàn nhập vào kết quả kinh doanh
,,,VND,VND,VND,,,
• Dự phòng giảm giá đầu tư tài chính,• Dự phòng giảm giá đầu tư tài chính,• Dự phòng giảm giá đầu tư tài chính,20.389.289.671,-,20.389.289.671,20389289671.0,,20389289671.0
• Dự phòng giảm giá các khoản phải thu,• Dự phòng giảm giá các khoản phải thu,• Dự phòng giảm giá các khoản phải thu,14.314.910.614,-,14.314.910.614,14314910614.0,,14314910614.0
• Dự phòng giảm giá hàng tồn kho,• Dự phòng giảm giá hàng tồn kho,• Dự phòng giảm giá hàng tồn kho,-,-,-,,,
Tổng cộng,• Dự phòng giảm giá hàng tồn kho > Tổng cộng,Tổng cộng,34.704.200.285,-,34.704.200.285,34704200285.0,,34704200285.0
