row_label_raw,row_label_full,col_0,31/12/2015VND,01/01/2015VND,numeric__31/12/2015VND,numeric__01/01/2015VND
a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,,
- Coop Danmark,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Coop Danmark,- Coop Danmark,6.871.561.330,4.813.947.953,6871561330.0,4813947953.0
- COST PLUS,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - COST PLUS,- COST PLUS,20.632.976.987,21.133.158.279,20632976987.0,21133158279.0
- Iris Furniture,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Iris Furniture,- Iris Furniture,3.137.565.886,-,3137565886.0,
- PERIOD STYLE Furniture PTY LTD,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - PERIOD STYLE Furniture PTY LTD,- PERIOD STYLE Furniture PTY LTD,-,4.385.470.517,,4385470517.0
- Công ty TNHH SX NLG Việt Nhật Vũng Áng,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty TNHH SX NLG Việt Nhật Vũng Áng,- Công ty TNHH SX NLG Việt Nhật Vũng Áng,12.581.416.202,12.882.541.582,12581416202.0,12882541582.0
- Công ty TNHH Tân Trường Phát,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty TNHH Tân Trường Phát,- Công ty TNHH Tân Trường Phát,5.867.587.650,6.957.263.340,5867587650.0,6957263340.0
- Công ty TNHH Việt Nhật Chế biến gỗ và Đăm gỗ Dung Quát,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty TNHH Việt Nhật Chế biến gỗ và Đăm gỗ Dung Quát,- Công ty TNHH Việt Nhật Chế biến gỗ và Đăm gỗ Dung Quát,9.707.464.000,-,9707464000.0,
- Công ty TNHH Văn dán OJI - Vinafor Bắc Giang,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty TNHH Văn dán OJI - Vinafor Bắc Giang,- Công ty TNHH Văn dán OJI - Vinafor Bắc Giang,4.677.455.544,-,4677455544.0,
- Dorel Industries Inc.,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Dorel Industries Inc.,- Dorel Industries Inc.,6.116.457.600,5.297.269.320,6116457600.0,5297269320.0
- Các khoản phải thu khách hàng khác,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,117.191.892.600,143.800.112.123,117191892600.0,143800112123.0
,,,186.784.377.799,199.269.763.114,186784377799.0,199269763114.0
b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,,
- Các khoản phải thu khách hàng ngắn hạn,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán > - Các khoản phải thu khách hàng ngắn hạn,- Các khoản phải thu khách hàng ngắn hạn,186.784.377.799,199.269.763.114,186784377799.0,199269763114.0
- Các khoản phải thu khách hàng dài hạn,- Các khoản phải thu khách hàng dài hạn,- Các khoản phải thu khách hàng dài hạn,-,-,,
,,,186.784.377.799,199.269.763.114,186784377799.0,199269763114.0
c) Phải thu của khách hàng là các bên liên quan(Xem thông tin chi tiết tại Thuyết minh 42),- Các khoản phải thu khách hàng dài hạn > c) Phải thu của khách hàng là các bên liên quan(Xem thông tin chi tiết tại Thuyết minh 42),c) Phải thu của khách hàng là các bên liên quan(Xem thông tin chi tiết tại Thuyết minh 42),27.080.160.970,13.007.917.467,27080160970.0,13007917467.0
