row_label_raw,row_label_full,Đầu tư vào đơn vị khác,31/12/2015 > Giá trị hợp lýVND > Đầu tư vào đơn vị khác,31/12/2015 > Dự phòngVND > Đầu tư vào đơn vị khác,01/01/2015 > Giá trị hợp lýVND > Đầu tư vào đơn vị khác,01/01/2015 > Dự phòngVND > Đầu tư vào đơn vị khác,numeric__31/12/2015 > Giá trị hợp lýVND > Đầu tư vào đơn vị khác,numeric__31/12/2015 > Dự phòngVND > Đầu tư vào đơn vị khác,numeric__01/01/2015 > Giá trị hợp lýVND > Đầu tư vào đơn vị khác,numeric__01/01/2015 > Dự phòngVND > Đầu tư vào đơn vị khác
- Công ty CP chế biến lâm sản xuất khẩu Pisico Huế (1),- Công ty CP chế biến lâm sản xuất khẩu Pisico Huế (1),- Công ty CP chế biến lâm sản xuất khẩu Pisico Huế (1),3.877.153.152,-,2.100.000.000,-,3877153152.0,,2100000000.0,
- Công ty CP Vinafor Quảng Trị (2),- Công ty CP Vinafor Quảng Trị (2),- Công ty CP Vinafor Quảng Trị (2),1.315.859.639,-,-,-,1315859639.0,,,
- Công ty Cổ phần Archi Reenco Hoà Bình,- Công ty Cổ phần Archi Reenco Hoà Bình,- Công ty Cổ phần Archi Reenco Hoà Bình,5.000.000.000,-,5.000.000.000,-,5000000000.0,,5000000000.0,
- Công ty TNHH MTV Lâm nghiệp Lơ Ku (3),- Công ty TNHH MTV Lâm nghiệp Lơ Ku (3),- Công ty TNHH MTV Lâm nghiệp Lơ Ku (3),-,-,1.902.079.206,-,,,1902079206.0,
- Công ty TNHH MTV Lâm nghiệp Kông Chiêng (3),- Công ty TNHH MTV Lâm nghiệp Kông Chiêng (3),- Công ty TNHH MTV Lâm nghiệp Kông Chiêng (3),3.657.891.303,-,4.455.133.533,-,3657891303.0,,4455133533.0,
- Công ty TNHH MTV Lâm nghiệp Kong Chro (3),- Công ty TNHH MTV Lâm nghiệp Kong Chro (3),- Công ty TNHH MTV Lâm nghiệp Kong Chro (3),4.309.380.000,-,3.325.302.133,-,4309380000.0,,3325302133.0,
- Công ty TNHH MTV Lâm nghiệp IAPA (3),- Công ty TNHH MTV Lâm nghiệp IAPA (3),- Công ty TNHH MTV Lâm nghiệp IAPA (3),-,-,2.250.077.102,-,,,2250077102.0,
- Công ty TNHH MTV Lâm nghiệp Kông H'De (3),- Công ty TNHH MTV Lâm nghiệp Kông H'De (3),- Công ty TNHH MTV Lâm nghiệp Kông H'De (3),662.254.406,-,597.348.412,-,662254406.0,,597348412.0,
- BQL Rùng phòng hộ Ya Hội (3),- BQL Rùng phòng hộ Ya Hội (3),- BQL Rùng phòng hộ Ya Hội (3),-,-,1.792.504.997,-,,,1792504997.0,
- Công ty TNHH MTV Cao su Hương Khê (3),- Công ty TNHH MTV Cao su Hương Khê (3),- Công ty TNHH MTV Cao su Hương Khê (3),-,-,339.181.761,-,,,339181761.0,
- Công ty TNHH MTV Lâm nghiệp Đường 9 (3),- Công ty TNHH MTV Lâm nghiệp Đường 9 (3),- Công ty TNHH MTV Lâm nghiệp Đường 9 (3),-,-,1.934.898.000,(594.714.668),,,1934898000.0,-594714668.0
- Công ty TNHH Lâm nghiệp Triệu Hải (3),- Công ty TNHH Lâm nghiệp Triệu Hải (3),- Công ty TNHH Lâm nghiệp Triệu Hải (3),5.574.894.877,(172.957.097),4.201.286.498,(172.957.097),5574894877.0,-172957097.0,4201286498.0,-172957097.0
- Công ty Cổ phần gạo chất lượng cao Sóc Trăng (3),- Công ty Cổ phần gạo chất lượng cao Sóc Trăng (3),- Công ty Cổ phần gạo chất lượng cao Sóc Trăng (3),-,-,480.000.000,-,,,480000000.0,
- Công ty TNHH MTV Lâm nghiệp Earka,- Công ty TNHH MTV Lâm nghiệp Earka,- Công ty TNHH MTV Lâm nghiệp Earka,600.000.000,-,600.000.000,-,600000000.0,,600000000.0,
- Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,- Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,- Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,28.653.939,,28.653.939,-,28653939.0,,28653939.0,
,,,25.026.087.316,(172.957.097),29.006.465.581,(767.671.765),25026087316.0,-172957097.0,29006465581.0,-767671765.0
