row_label_raw,row_label_full,col_0,01/01/2015 > Giá trị,01/01/2015 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2015 > Giá trị,31/12/2015 > Số có khả năng trả nợ,numeric__01/01/2015 > Giá trị,numeric__01/01/2015 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2015 > Giá trị,numeric__31/12/2015 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,VND,VND,,,,,,
a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,,,,,,
- Vay ngắn hạn,a) Vay ngắn hạn > - Vay ngắn hạn,- Vay ngắn hạn,239.200.797.056,239.200.797.056,460.143.794.653,531.577.570.138,167.767.021.571,167.767.021.571,239200797056.0,239200797056.0,460143794653.0,531577570138.0,167767021571.0,167767021571.0
Ngân hàng Phát triển Thái Nguyên (1),a) Vay ngắn hạn > Ngân hàng Phát triển Thái Nguyên (1),Ngân hàng Phát triển Thái Nguyên (1),2.387.458.441,2.387.458.441,-,2.387.458.441,-,-,2387458441.0,2387458441.0,,2387458441.0,,
Ngân hàng Nông nghiệp và Phát triển Nông thôn - CN Hoàng Mai (2),a) Vay ngắn hạn > Ngân hàng Nông nghiệp và Phát triển Nông thôn - CN Hoàng Mai (2),Ngân hàng Nông nghiệp và Phát triển Nông thôn - CN Hoàng Mai (2),64.208.718.572,64.208.718.572,62.820.250.130,127.028.968.702,-,-,64208718572.0,64208718572.0,62820250130.0,127028968702.0,,
Khoản vay Quỹ đất CBCNV từ năm 1995 (3),a) Vay ngắn hạn > Khoản vay Quỹ đất CBCNV từ năm 1995 (3),Khoản vay Quỹ đất CBCNV từ năm 1995 (3),859.347.417,859.347.417,-,859.347.417,-,-,859347417.0,859347417.0,,859347417.0,,
Ngân hàng TMCP Quân Đội CN Quảng Ngãi (4),a) Vay ngắn hạn > Ngân hàng TMCP Quân Đội CN Quảng Ngãi (4),Ngân hàng TMCP Quân Đội CN Quảng Ngãi (4),2.000.000.000,2.000.000.000,8.800.000.000,8.800.000.000,2.000.000.000,2.000.000.000,2000000000.0,2000000000.0,8800000000.0,8800000000.0,2000000000.0,2000000000.0
Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (5),a) Vay ngắn hạn > Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (5),Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (5),6.200.000.000,6.200.000.000,3.000.000.000,6.200.000.000,3.000.000.000,3.000.000.000,6200000000.0,6200000000.0,3000000000.0,6200000000.0,3000000000.0,3000000000.0
Ngân hàng TMCP Ngoại Thương - CN Đà Nẵng (6),a) Vay ngắn hạn > Ngân hàng TMCP Ngoại Thương - CN Đà Nẵng (6),Ngân hàng TMCP Ngoại Thương - CN Đà Nẵng (6),54.663.365.956,54.663.365.956,112.737.699.543,125.017.187.665,42.383.877.834,42.383.877.834,54663365956.0,54663365956.0,112737699543.0,125017187665.0,42383877834.0,42383877834.0
Ngân hàng TMCP Công Thương - CN Hội An (7),a) Vay ngắn hạn > Ngân hàng TMCP Công Thương - CN Hội An (7),Ngân hàng TMCP Công Thương - CN Hội An (7),18.884.387.326,18.884.387.326,47.161.569.448,40.832.936.599,25.213.020.175,25.213.020.175,18884387326.0,18884387326.0,47161569448.0,40832936599.0,25213020175.0,25213020175.0
