row_label_raw,row_label_full,col_0,31/12/2015,01/01/2015,numeric__31/12/2015,numeric__01/01/2015
,,,VND,VND,,
b) Xây dựng cơ bản dở dang,b) Xây dựng cơ bản dở dang,b) Xây dựng cơ bản dở dang,b) Xây dựng cơ bản dở dang,b) Xây dựng cơ bản dở dang,,
- Khu du lịch sinh thái,b) Xây dựng cơ bản dở dang > - Khu du lịch sinh thái,- Khu du lịch sinh thái,6.865.839.341,6.865.839.341,6865839341.0,6865839341.0
- Máy tách mũ gỗ nguyên liệu,b) Xây dựng cơ bản dở dang > - Máy tách mũ gỗ nguyên liệu,- Máy tách mũ gỗ nguyên liệu,7.648.089.619,-,7648089619.0,
- Máy chà nhám,b) Xây dựng cơ bản dở dang > - Máy chà nhám,- Máy chà nhám,3.485.159.883,-,3485159883.0,
- Nhà làm việc tại số 60 Hùng Vương - Đà Lạt,b) Xây dựng cơ bản dở dang > - Nhà làm việc tại số 60 Hùng Vương - Đà Lạt,- Nhà làm việc tại số 60 Hùng Vương - Đà Lạt,7.600.000.000,7.600.000.000,7600000000.0,7600000000.0
- Trồng 10 ha Rừng kinh tế,b) Xây dựng cơ bản dở dang > - Trồng 10 ha Rừng kinh tế,- Trồng 10 ha Rừng kinh tế,334.898.144,-,334898144.0,
- Rừng cây lâu năm tại Công ty TNHH MTV Lâm nghiệp Hòa Bình,b) Xây dựng cơ bản dở dang > - Rừng cây lâu năm tại Công ty TNHH MTV Lâm nghiệp Hòa Bình,- Rừng cây lâu năm tại Công ty TNHH MTV Lâm nghiệp Hòa Bình,894.079.639,2.960.346.120,894079639.0,2960346120.0
- Mua sắm rừng keo lai,b) Xây dựng cơ bản dở dang > - Mua sắm rừng keo lai,- Mua sắm rừng keo lai,641.383.158,-,641383158.0,
- Sửa chữa công trình nhà làm việc 55 Nguyễn Lương Bằng,b) Xây dựng cơ bản dở dang > - Sửa chữa công trình nhà làm việc 55 Nguyễn Lương Bằng,- Sửa chữa công trình nhà làm việc 55 Nguyễn Lương Bằng,2.900.719.113,-,2900719113.0,
- Các công trình khác,b) Xây dựng cơ bản dở dang > - Các công trình khác,- Các công trình khác,1.608.514.106,1.909.152.575,1608514106.0,1909152575.0
,,,31.978.683.003,19.335.338.036,31978683003.0,19335338036.0
