row_label_raw,row_label_full,240,IV. Tài sản dở dang dài hạn,10,31.978.683.003,19.335.338.036,numeric__IV. Tài sản dở dang dài hạn,numeric__10,numeric__31.978.683.003,numeric__19.335.338.036
242,242,242,2. Chi phí xây dựng cơ bản dở dang,,31.978.683.003,19.335.338.036,,,31978683003.0,19335338036.0
250,250,250,V. Đầu tư tài chính dài hạn,04,1.666.518.528.288,1.539.932.705.658,,4.0,1666518528288.0,1539932705658.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,1.641.665.398.069,1.515.136.531.842,,,1641665398069.0,1515136531842.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,25.026.087.316,29.006.465.581,,,25026087316.0,29006465581.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,,(172.957.097),(4.210.291.765),,,-172957097.0,-4210291765.0
260,260,260,VI. Tài sản dài hạn khác,,47.174.834.827,12.584.702.770,,,47174834827.0,12584702770.0
261,261,261,1. Chi phí trả trước dài hạn,14,43.942.406.626,12.313.786.495,,14.0,43942406626.0,12313786495.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,38,381.944.995,270.916.275,,38.0,381944995.0,270916275.0
263,263,263,"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",,2.850.483.206,-,,,2850483206.0,
270,270,270,TỔNG CỘNG TÀI SẢN,,4.714.202.813.809,4.180.214.533.009,,,4714202813809.0,4180214533009.0
