row_label_raw,row_label_full,Másố,NGUON VÔN,NGUON VÔN_1,31/12/2015VND,01/01/2015VND,numeric__NGUON VÔN,numeric__NGUON VÔN_1,numeric__31/12/2015VND,numeric__01/01/2015VND
300,300,300,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,661.079.017.715,761.074.429.651,,,661079017715.0,761074429651.0
310,310,310,I. Nợ ngắn hạn,I. Nợ ngắn hạn,582.680.439.370,651.943.754.814,,,582680439370.0,651943754814.0
311,311,311,1. Phải trả người bán ngắn hạn,16,144.435.520.332,106.668.338.154,,16.0,144435520332.0,106668338154.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,24.269.477.963,18.756.900.207,,,24269477963.0,18756900207.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,17,24.105.236.351,77.302.444.728,,17.0,24105236351.0,77302444728.0
314,314,314,4. Phải trả người lao động,,47.738.110.780,44.185.399.126,,,47738110780.0,44185399126.0
315,315,315,5. Chi phí phải trả ngắn hạn,18,45.433.530.195,29.213.650.259,,18.0,45433530195.0,29213650259.0
318,318,318,8. Doanh thu chưa thực hiện ngắn hạn,20,3.386.285.574,2.845.883.177,,20.0,3386285574.0,2845883177.0
319,319,319,9. Phải trả ngắn hạn khác,19,64.812.809.927,67.039.383.185,,19.0,64812809927.0,67039383185.0
320,320,320,10. Vay và nợ thuê tài chính ngắn hạn,15,198.560.608.959,270.659.414.107,,15.0,198560608959.0,270659414107.0
321,321,321,11. Dự phòng phải trả ngắn hạn,21,5.763.215.667,21.262.222,,21.0,5763215667.0,21262222.0
322,322,322,12. Quỹ khen thưởng phúc lợi,,24.175.643.622,35.251.079.649,,,24175643622.0,35251079649.0
330,330,330,II. Nợ dài hạn,II. Nợ dài hạn,78.398.578.345,109.130.674.837,,,78398578345.0,109130674837.0
331,331,331,1. Phải trả người bán dài hạn,16,10.660.500,10.660.500,,16.0,10660500.0,10660500.0
332,332,332,2. Người mua trả tiền trước dài hạn,,479.267.000,-,,,479267000.0,
336,336,336,6. Doanh thu chưa thực hiện dài hạn,20,330.303.031,510.814.447,,20.0,330303031.0,510814447.0
337,337,337,7. Phải trả dài hạn khác,19,7.806.090.565,7.489.090.626,,19.0,7806090565.0,7489090626.0
338,338,338,8. Vay và nợ thuê tài chính dài hạn,15,67.340.776.761,93.663.724.089,,15.0,67340776761.0,93663724089.0
341,341,341,11. Thuế thu nhập hoãn lại phải trả,38,2.431.480.488,7.126.362.240,,38.0,2431480488.0,7126362240.0
343,343,343,13. Quỹ phát triển khoa học và công nghệ,,-,330.022.935,,,,330022935.0
400,400,400,D. VÔN CHỦ SỔ HỮU,D. VÔN CHỦ SỔ HỮU,4.053.123.796.094,3.419.140.103.358,,,4053123796094.0,3419140103358.0
410,410,410,I. Vốn chủ sở hữu,22,4.051.942.977.100,3.415.972.560.928,,22.0,4051942977100.0,3415972560928.0
411,411,411,1. Vốn góp của chủ sở hữu,,2.007.131.759.730,1.935.833.601.675,,,2007131759730.0,1935833601675.0
412,412,412,2. Thặng dư vốn cổ phần,,1.500.000,1.500.000,,,1500000.0,1500000.0
414,414,414,4. Vốn khác của chủ sở hữu,,25.120.504.411,23.055.360.033,,,25120504411.0,23055360033.0
416,416,416,6. Chênh lệch đánh giá lại tài sản,23,433.932.549.675,-,,23.0,433932549675.0,
417,417,417,7. Chênh lệch tỷ giá hối đoái,24,11.553.261.474,8.253.265.407,,24.0,11553261474.0,8253265407.0
418,418,418,8. Quỹ đầu tư phát triển,,291.515.405.822,243.093.491.439,,,291515405822.0,243093491439.0
419,419,419,9. Quỹ hỗ trợ sắp xếp doanh nghiệp,,-,50.683.554.436,,,,50683554436.0
420,420,420,10. Quỹ khác thuộc vốn chủ sở hữu,,335.095.036,434.062.555,,,335095036.0,434062555.0
421,421,421,11. Lợi nhuận sau thuế chưa phân phối,,1.214.859.498.589,1.088.368.503.384,,,1214859498589.0,1088368503384.0
21a,21a,21a,LNST chua phân phối lũy kế đến cuối năm trước,,1.088.368.503.384,1.088.368.503.384,,,1088368503384.0,1088368503384.0
21b,21b,21b,LNST chua phân phối năm nay,,126.490.995.205,-,,,126490995205.0,
422,422,422,12. Nguồn vốn đầu tư xây dựng cơ bản,,3.085.106.920,696.889.120,,,3085106920.0,696889120.0
429,429,429,13. Lợi ích cổ đông không kiểm soát,,64.408.295.443,65.552.332.879,,,64408295443.0,65552332879.0
