row_label_raw,row_label_full,Mã số,Tên khoản mục,Số tiền,Mã số_1,Tên khoản mục_1,Số tiền_1,Thay đổi,numeric__Tên khoản mục,numeric__Số tiền,numeric__Mã số_1,numeric__Tên khoản mục_1,numeric__Số tiền_1,numeric__Thay đổi
,,,b/ Báo cáo Kết quả hoạt động kinh doanh hợp nhất,b/ Báo cáo Kết quả hoạt động kinh doanh hợp nhất,b/ Báo cáo Kết quả hoạt động kinh doanh hợp nhất,b/ Báo cáo Kết quả hoạt động kinh doanh hợp nhất,b/ Báo cáo Kết quả hoạt động kinh doanh hợp nhất,b/ Báo cáo Kết quả hoạt động kinh doanh hợp nhất,,,,,,
24,24,24,Chi phí bán hàng,77.007.107.497,25,Chi phí bán hàng,77.007.107.497,-,,77007107497.0,25.0,,77007107497.0,
25,25,25,Chi phí quản lý doanh nghiệp,164.480.018.181,26,Chi phí quản lý doanh nghiệp,164.480.018.181,-,,164480018181.0,26.0,,164480018181.0,
45,45,45,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",36.314.856.615,24,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",36.314.856.615,-,,36314856615.0,24.0,,36314856615.0,
61,61,61,Lợi nhuận sau thuế của cổ đông thiểu số,3.440.750.385,62,Lợi nhuận sau thuế của cổ đông không kiểm soát,3.440.750.385,-,,3440750385.0,62.0,,3440750385.0,
62,62,62,Lợi nhuận sau thuế của cổ đông của công ty mẹ,183.366.147.466,61,Lợi nhuận sau thuế của cổ đông của công ty mẹ,183.366.147.466,-,,183366147466.0,61.0,,183366147466.0,
,,,c/ Báo cáo Lưu chuyển tiền tệ hợp nhất,c/ Báo cáo Lưu chuyển tiền tệ hợp nhất,c/ Báo cáo Lưu chuyển tiền tệ hợp nhất,c/ Báo cáo Lưu chuyển tiền tệ hợp nhất,c/ Báo cáo Lưu chuyển tiền tệ hợp nhất,c/ Báo cáo Lưu chuyển tiền tệ hợp nhất,,,,,,
04,04,04,Lãi lỗ chênh lệch tỷ giá chưa thực hiện,(1.835.856.404),04,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",(1.835.856.404),-,,-1835856404.0,4.0,,-1835856404.0,
14,14,14,Thuế TNDN đã nộp,(7.720.705.663),15,Thuế TNDN đã nộp,(7.720.705.663),-,,-7720705663.0,15.0,,-7720705663.0,
15,15,15,Tiền thu khác từ hoạt động kinh doanh,201.415.022.141,16,Tiền thu khác từ hoạt động kinh doanh,201.415.022.141,-,,201415022141.0,16.0,,201415022141.0,
16,16,16,Tiền chi khác cho hoạt động kinh doanh,(332.807.276.894),17,Tiền chi khác cho hoạt động kinh doanh,(332.807.276.894),-,,-332807276894.0,17.0,,-332807276894.0,
33,33,33,"Tiền vay ngắn hạn, dài hạn nhận được",523.990.621.584,33,Tiền thu từ đi vay,523.990.621.584,-,,523990621584.0,33.0,,523990621584.0,
34,34,34,Tiền chi trả nợ gốc vay,(492.007.626.042),34,Tiền chi trả nợ gốc vay,(492.007.626.042),-,,-492007626042.0,34.0,,-492007626042.0,
