row_label_raw,row_label_full,col_0,31/12/2015 > Giá trịVND,31/12/2015 > Dự phòngVND,01/01/2015 > Giá trịVND,01/01/2015 > Dự phòngVND,numeric__31/12/2015 > Giá trịVND,numeric__31/12/2015 > Dự phòngVND,numeric__01/01/2015 > Giá trịVND,numeric__01/01/2015 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
- Phải thu về cổ phần hóa,a) Ngắn hạn > - Phải thu về cổ phần hóa,- Phải thu về cổ phần hóa,6.693.296.735,-,3.743.066.860,-,6693296735.0,,3743066860.0,
- Phải thu về cổ tức và lợi nhuận được chia,a) Ngắn hạn > - Phải thu về cổ tức và lợi nhuận được chia,- Phải thu về cổ tức và lợi nhuận được chia,6.141.066.502,-,3.262.217.649,-,6141066502.0,,3262217649.0,
"- Phải thu về tiền lãi cho vay, lãi tiền gửi","a) Ngắn hạn > - Phải thu về tiền lãi cho vay, lãi tiền gửi","- Phải thu về tiền lãi cho vay, lãi tiền gửi",16.594.642.773,-,14.911.495.290,-,16594642773.0,,14911495290.0,
- Phải thu tạm ứng,a) Ngắn hạn > - Phải thu tạm ứng,- Phải thu tạm ứng,23.521.939.895,-,17.448.720.335,-,23521939895.0,,17448720335.0,
"- Ký cược, ký quỹ","a) Ngắn hạn > - Ký cược, ký quỹ","- Ký cược, ký quỹ",748.178.482,-,9.403.597.320,-,748178482.0,,9403597320.0,
- Phải thu khác,a) Ngắn hạn > - Phải thu khác,- Phải thu khác,37.528.133.444,-,37.585.660.301,-,37528133444.0,,37585660301.0,
+ Phải thu về tiền ứng vốn trồng rừng cho các hộ dân,a) Ngắn hạn > + Phải thu về tiền ứng vốn trồng rừng cho các hộ dân,+ Phải thu về tiền ứng vốn trồng rừng cho các hộ dân,1.285.604.065,-,6.758.108.457,-,1285604065.0,,6758108457.0,
+ Phải thu tiền ứng vốn sản xuất kinh doanh Trạm giống,a) Ngắn hạn > + Phải thu tiền ứng vốn sản xuất kinh doanh Trạm giống,+ Phải thu tiền ứng vốn sản xuất kinh doanh Trạm giống,954.160.952,-,406.592.331,-,954160952.0,,406592331.0,
+ Phải thu các đội thi công và xuống chế biến khai thác,a) Ngắn hạn > + Phải thu các đội thi công và xuống chế biến khai thác,+ Phải thu các đội thi công và xuống chế biến khai thác,22.677.352.908,-,19.190.345.255,-,22677352908.0,,19190345255.0,
+ Phải thu rừng tồn thất ở Xỉ nghiệp Lâm nghiệp Kỳ Sơn,a) Ngắn hạn > + Phải thu rừng tồn thất ở Xỉ nghiệp Lâm nghiệp Kỳ Sơn,+ Phải thu rừng tồn thất ở Xỉ nghiệp Lâm nghiệp Kỳ Sơn,1.146.679.831,-,-,-,1146679831.0,,,
+ Các khoản phải thu khác,a) Ngắn hạn > + Các khoản phải thu khác,+ Các khoản phải thu khác,11.464.335.688,-,11.230.614.258,-,11464335688.0,,11230614258.0,
,,,91.227.257.831,-,86.354.757.755,-,91227257831.0,,86354757755.0,
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
"- Ký cược, ký quỹ","b) Dài hạn > - Ký cược, ký quỹ","- Ký cược, ký quỹ",4.204.275.351,-,1.994.409.071,-,4204275351.0,,1994409071.0,
- Phải thu tiền đầu tư trồng rừng với hộ dân,b) Dài hạn > - Phải thu tiền đầu tư trồng rừng với hộ dân,- Phải thu tiền đầu tư trồng rừng với hộ dân,-,-,437.887.409,-,,,437887409.0,
- Phải thu tiền cho cán bộ công nhân vay đầu tư phân xuống mộc,b) Dài hạn > - Phải thu tiền cho cán bộ công nhân vay đầu tư phân xuống mộc,- Phải thu tiền cho cán bộ công nhân vay đầu tư phân xuống mộc,-,-,16.000.000,-,,,16000000.0,
- Phải thu khác,b) Dài hạn > - Phải thu khác,- Phải thu khác,-,-,637.689.904,-,,,637689904.0,
,,,4.204.275.351,-,3.085.986.384,-,4204275351.0,,3085986384.0,
