row_label_raw,row_label_full,430,II. Nguồn kinh phí và quỹ khác,col_2,1.180.818.994,3.167.542.430,numeric__II. Nguồn kinh phí và quỹ khác,numeric__col_2,numeric__1.180.818.994,numeric__3.167.542.430
431,431,431,1. Nguồn kinh phí,25,154.833.671,57.719.230,,25.0,154833671.0,57719230.0
432,432,432,2. Nguồn kinh phí đã hình thành TSCĐ,,1.025.985.323,3.109.823.200,,,1025985323.0,3109823200.0
