row_label_raw,row_label_full,col_0,col_1,31/12/2015,31/12/2015_1,01/01/2015,01/01/2015_1,numeric__col_1,numeric__31/12/2015,numeric__31/12/2015_1,numeric__01/01/2015,numeric__01/01/2015_1
,,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,,
-,-,-,Hàng mua đang đi đường,65.565.605.712,-,154.082.527.364,-,,65565605712.0,,154082527364.0,
-,-,-,"Nguyên liệu, vật liệu",64.845.253.095,(605.458.430),68.254.137.782,(920.242.259),,64845253095.0,-605458430.0,68254137782.0,-920242259.0
-,-,-,"Công cụ, dụng cụ",2.543.328.263,-,2.955.372.839,-,,2543328263.0,,2955372839.0,
-,-,-,Chi phí sản xuất kinh doanh dở dang,410.193.945.642,(1.726.856.318),323.812.766.935,(1.070.609.950),,410193945642.0,-1726856318.0,323812766935.0,-1070609950.0
-,-,-,Thành phẩm,61.494.283.544,(103.952.998),46.739.640.112,(270.000.321),,61494283544.0,-103952998.0,46739640112.0,-270000321.0
-,-,-,Hàng hóa,58.925.900.728,(123.896.277),49.887.045.481,(792.168.257),,58925900728.0,-123896277.0,49887045481.0,-792168257.0
-,-,-,Hàng gửi bán,-,-,12.885.177,-,,,,12885177.0,
,,,,663.568.316.984,(2.560.164.023),645.744.375.690,(3.053.020.787),,663568316984.0,-2560164023.0,645744375690.0,-3053020787.0
