row_label_raw,row_label_full,Mã số,Tên khoản mục,Số tiền,Mã số_1,Tên khoản mục_1,Số tiền_1,Thay đổi,numeric__Tên khoản mục,numeric__Số tiền,numeric__Mã số_1,numeric__Tên khoản mục_1,numeric__Số tiền_1,numeric__Thay đổi
313,313,313,Người mua trả tiền trước,18.756.900.207,312,Người mua trả tiền trước ngắn hạn,18.756.900.207,-,,18756900207.0,312.0,,18756900207.0,
314,314,314,Thuế và các khoản phải nộp Nhà nước,77.302.444.728,313,Thuế và các khoản phải nộp Nhà nước,77.302.444.728,-,,77302444728.0,313.0,,77302444728.0,
315,315,315,Phải trả người lao động,44.185.399.126,314,Phải trả người lao động,44.185.399.126,-,,44185399126.0,314.0,,44185399126.0,
316,316,316,Chi phí phải trả,29.213.650.259,315,Chi phí phải trả ngắn hạn,29.213.650.259,-,,29213650259.0,315.0,,29213650259.0,
319,319,319,"Các khoản phải trả, phải nộp khác",67.039.383.185,319,Phải trả ngắn hạn khác,67.039.383.185,-,,67039383185.0,319.0,,67039383185.0,
323,323,323,"Quỹ khen thưởng, phúc lợi",35.251.079.649,322,"Quỹ khen thưởng, phúc lợi",35.251.079.649,-,,35251079649.0,322.0,,35251079649.0,
333,333,333,Phải trả dài hạn khác,7.489.090.626,337,Phải trả dài hạn khác,7.489.090.626,-,,7489090626.0,337.0,,7489090626.0,
334,334,334,Vay và nợ dài hạn,93.663.724.089,338,Vay và nợ thuê tài chính dài hạn,93.663.724.089,-,,93663724089.0,338.0,,93663724089.0,
411,411,411,Vốn đầu tư của chủ sở hữu,1.935.833.601.675,411,Vốn góp của chủ sở hữu,1.935.833.601.675,-,,1935833601675.0,411.0,,1935833601675.0,
,,,,,411a,Cổ đông phố thông có quyền biểu quyết,-,-,,,,,,
414,414,414,Cổ phiếu quỹ,-,415,Cổ phiếu quỹ,-,-,,,415.0,,,
417,417,417,Quỹ đầu tư phát triển,233.294.185.280,418,Quỹ đầu tư phát triển,243.093.491.439,(9.799.306.159),,233294185280.0,418.0,,243093491439.0,-9799306159.0
418,418,418,Quỹ dự phòng tài chính,9.799.306.159,,,,9.799.306.159,,9799306159.0,,,,9799306159.0
420,420,420,Lợi nhuận sau thuế chưa phân phối,1.088.368.503.384,421,Lợi nhuận sau thuế chưa phân phối,1.088.368.503.384,-,,1088368503384.0,421.0,,1088368503384.0,
,,,,,421a,LNST chưa phân phối lũy kế đến cuối năm trước,1.088.368.503.384,-,,,,,1088368503384.0,
,,,,,421b,LNST chưa phân phối kỳ này,-,-,,,,,,
439,439,439,Lợi ích cổ đông thiểu số,65.552.332.879,429,Lợi ích cổ đông không kiểm soát,65.552.332.879,-,,65552332879.0,429.0,,65552332879.0,
