row_label_raw,row_label_full,col_0,31/12/2015 > Giá trị,31/12/2015 > Số có khả năng trả nợ,01/01/2015 > Giá trị,01/01/2015 > Số có khả năng trả nợ,numeric__31/12/2015 > Giá trị,numeric__31/12/2015 > Số có khả năng trả nợ,numeric__01/01/2015 > Giá trị,numeric__01/01/2015 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,,,,
- Blue Ocean Wood Inc,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Blue Ocean Wood Inc,- Blue Ocean Wood Inc,24.811.745.870,24.811.745.870,-,-,24811745870.0,24811745870.0,,
- Tech Wood International ltd,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Tech Wood International ltd,- Tech Wood International ltd,15.543.572.784,15.543.572.784,-,-,15543572784.0,15543572784.0,,
- Công ty TNHH AICA Đồng Nai,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH AICA Đồng Nai,- Công ty TNHH AICA Đồng Nai,7.736.522.509,7.736.522.509,5.434.171.153,5.434.171.153,7736522509.0,7736522509.0,5434171153.0,5434171153.0
- Công ty TNHH Hóa Keo Kỹ Thuật,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Hóa Keo Kỹ Thuật,- Công ty TNHH Hóa Keo Kỹ Thuật,3.074.855.710,3.074.855.710,-,-,3074855710.0,3074855710.0,,
- Công ty CP địa ốc Đà Lạt,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty CP địa ốc Đà Lạt,- Công ty CP địa ốc Đà Lạt,5.600.000.000,5.600.000.000,5.600.000.000,5.600.000.000,5600000000.0,5600000000.0,5600000000.0,5600000000.0
- Phải trả các đối tượng khác,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Phải trả các đối tượng khác,- Phải trả các đối tượng khác,87.679.483.959,87.679.483.959,95.644.827.501,95.644.827.501,87679483959.0,87679483959.0,95644827501.0,95644827501.0
,,,144.446.180.832,144.446.180.832,106.678.998.654,106.678.998.654,144446180832.0,144446180832.0,106678998654.0,106678998654.0
b) Phải trả người bán chi tiết theo kỳ hạn,b) Phải trả người bán chi tiết theo kỳ hạn,b) Phải trả người bán chi tiết theo kỳ hạn,b) Phải trả người bán chi tiết theo kỳ hạn,b) Phải trả người bán chi tiết theo kỳ hạn,b) Phải trả người bán chi tiết theo kỳ hạn,b) Phải trả người bán chi tiết theo kỳ hạn,,,,
- Phải trả người bán ngắn hạn,b) Phải trả người bán chi tiết theo kỳ hạn > - Phải trả người bán ngắn hạn,- Phải trả người bán ngắn hạn,144.435.520.332,144.435.520.332,106.668.338.154,106.668.338.154,144435520332.0,144435520332.0,106668338154.0,106668338154.0
- Phải trả người bán dài hạn,b) Phải trả người bán chi tiết theo kỳ hạn > - Phải trả người bán dài hạn,- Phải trả người bán dài hạn,10.660.500,10.660.500,10.660.500,10.660.500,10660500.0,10660500.0,10660500.0,10660500.0
,,,144.446.180.832,144.446.180.832,106.678.998.654,106.678.998.654,144446180832.0,144446180832.0,106678998654.0,106678998654.0
c) Phải trả người bán là các bên liên quan,b) Phải trả người bán chi tiết theo kỳ hạn > c) Phải trả người bán là các bên liên quan,c) Phải trả người bán là các bên liên quan,523.934.621,523.934.621,857.845.400,857.845.400,523934621.0,523934621.0,857845400.0,857845400.0
