row_label_raw,row_label_full,Chỉ tiêu,"Nhà cửa,vật kiến trúc",Máy mócthiết bị,Phương tiệnvận tải,Thiết bịvăn phòng,TSCĐ hữu hìnhkhác,Cộng,"numeric__Nhà cửa,vật kiến trúc",numeric__Máy mócthiết bị,numeric__Phương tiệnvận tải,numeric__Thiết bịvăn phòng,numeric__TSCĐ hữu hìnhkhác,numeric__Cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,367.362.725.160,1.305.085.344.472,158.082.784.954,5.537.619.028,985.089.600,1.837.053.563.214,367362725160.0,1305085344472.0,158082784954.0,5537619028.0,985089600.0,1837053563214.0
Số tăng trong năm,Nguyên giá > Số tăng trong năm,Số tăng trong năm,1.245.808.258,562.831.014.035,12.482.780.201,701.195.000,-,577.260.797.494,1245808258.0,562831014035.0,12482780201.0,701195000.0,,577260797494.0
- Mua trong năm,Nguyên giá > - Mua trong năm,- Mua trong năm,-,15.011.689.872,320.867.579,701.195.000,-,16.033.752.451,,15011689872.0,320867579.0,701195000.0,,16033752451.0
- Đầu tư XDCB hoàn thành,Nguyên giá > - Đầu tư XDCB hoàn thành,- Đầu tư XDCB hoàn thành,1.245.808.258,547.819.324.163,12.161.912.622,-,-,561.227.045.043,1245808258.0,547819324163.0,12161912622.0,,,561227045043.0
- Tăng khác,- Tăng khác,- Tăng khác,-,-,-,-,-,-,,,,,,
Số giảm trong năm,- Tăng khác > Số giảm trong năm,Số giảm trong năm,-,627.272.727,1.357.227.273,-,-,1.984.500.000,,627272727.0,1357227273.0,,,1984500000.0
"- Thanh lý, nhượng bán","- Tăng khác > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,627.272.727,1.357.227.273,-,-,1.984.500.000,,627272727.0,1357227273.0,,,1984500000.0
- Giảm khác,- Giảm khác,- Giảm khác,-,-,-,-,-,-,,,,,,
Số dư cuối năm,- Giảm khác > Số dư cuối năm,Số dư cuối năm,368.608.533.418,1.867.289.085.780,169.208.337.882,6.238.814.028,985.089.600,2.412.329.860.708,368608533418.0,1867289085780.0,169208337882.0,6238814028.0,985089600.0,2412329860708.0
Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,,,,,,
Số dư đầu năm,Giá trị hao mòn luỹ kế > Số dư đầu năm,Số dư đầu năm,64.660.656.675,335.712.712.405,20.007.089.752,2.742.209.315,409.587.943,423.532.256.090,64660656675.0,335712712405.0,20007089752.0,2742209315.0,409587943.0,423532256090.0
Số tăng trong năm,Giá trị hao mòn luỹ kế > Số tăng trong năm,Số tăng trong năm,21.319.288.678,134.468.151.839,9.239.533.214,626.008.157,51.694.640,165.704.676.528,21319288678.0,134468151839.0,9239533214.0,626008157.0,51694640.0,165704676528.0
- Khấu hao trong năm,Giá trị hao mòn luỹ kế > - Khấu hao trong năm,- Khấu hao trong năm,21.319.288.678,134.468.151.839,9.239.533.214,626.008.157,51.694.640,165.704.676.528,21319288678.0,134468151839.0,9239533214.0,626008157.0,51694640.0,165704676528.0
- Tăng khác,- Tăng khác,- Tăng khác,-,-,-,-,-,-,,,,,,
Số giảm trong năm,- Tăng khác > Số giảm trong năm,Số giảm trong năm,-,195.500.010,761.178.277,-,-,956.678.287,,195500010.0,761178277.0,,,956678287.0
"- Thanh lý, nhượng bán","- Tăng khác > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,195.500.010,761.178.277,-,-,956.678.287,,195500010.0,761178277.0,,,956678287.0
- Giảm khác,- Giảm khác,- Giảm khác,-,-,-,-,-,-,,,,,,
Số dư cuối năm,- Giảm khác > Số dư cuối năm,Số dư cuối năm,85.979.945.353,469.985.364.234,28.485.444.689,3.368.217.472,461.282.583,588.280.254.331,85979945353.0,469985364234.0,28485444689.0,3368217472.0,461282583.0,588280254331.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Tại ngày đầu năm,Giá trị còn lại > Tại ngày đầu năm,Tại ngày đầu năm,302.702.068.485,969.372.632.067,138.075.695.202,2.795.409.713,575.501.657,1.413.521.307.124,302702068485.0,969372632067.0,138075695202.0,2795409713.0,575501657.0,1413521307124.0
Tại ngày cuối năm,Giá trị còn lại > Tại ngày cuối năm,Tại ngày cuối năm,282.628.588.065,1.397.303.721.546,140.722.893.193,2.870.596.556,523.807.017,1.824.049.606.377,282628588065.0,1397303721546.0,140722893193.0,2870596556.0,523807017.0,1824049606377.0
