row_label_raw,row_label_full,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi bao gồm:","Số cuối năm > Giá gốc > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi bao gồm:","Số cuối năm > Giá trị có thể thu hồi > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi bao gồm:","Số cuối năm > Dự phòng > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi bao gồm:","Số đầu năm > Giá gốc > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi bao gồm:","Số đầu năm > Giá trị có thể thu hồi > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi bao gồm:","Số đầu năm > Dự phòng > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi bao gồm:","numeric__Số cuối năm > Giá gốc > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi bao gồm:","numeric__Số cuối năm > Giá trị có thể thu hồi > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi bao gồm:","numeric__Số cuối năm > Dự phòng > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi bao gồm:","numeric__Số đầu năm > Giá gốc > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi bao gồm:","numeric__Số đầu năm > Giá trị có thể thu hồi > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi bao gồm:","numeric__Số đầu năm > Dự phòng > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi bao gồm:"
Cty TNHH TM & DV Đông Á,Cty TNHH TM & DV Đông Á,Cty TNHH TM & DV Đông Á,102.780.605,-,102.780.605,-,-,-,102780605.0,,102780605.0,,,
Cty CP TM & SX Thái Bình (*),Cty CP TM & SX Thái Bình (*),Cty CP TM & SX Thái Bình (*),1.455.478.000,-,1.455.478.000,3.165.478.000,-,3.165.478.000,1455478000.0,,1455478000.0,3165478000.0,,3165478000.0
Cty CP TM&DV CK XD Miền Trung,Cty CP TM&DV CK XD Miền Trung,Cty CP TM&DV CK XD Miền Trung,151.325.486,-,151.325.486,151.325.486,-,151.325.486,151325486.0,,151325486.0,151325486.0,,151325486.0
Cty TNHH MTV TM Thép Hồng Hà,Cty TNHH MTV TM Thép Hồng Hà,Cty TNHH MTV TM Thép Hồng Hà,451.430.536,-,451.430.536,451.430.536,-,451.430.536,451430536.0,,451430536.0,451430536.0,,451430536.0
,,,2.161.014.627,-,2.161.014.627,3.768.234.022,-,3.768.234.022,2161014627.0,,2161014627.0,3768234022.0,,3768234022.0
