row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị gốc,Số cuối năm > Dự phòng,Số cuối năm > Giá trị hợp lý,Số đầu năm > Giá trị gốc,Số đầu năm > Dự phòng,Số đầu năm > Giá trị hợp lý,numeric__Số cuối năm > Giá trị gốc,numeric__Số cuối năm > Dự phòng,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số đầu năm > Giá trị gốc,numeric__Số đầu năm > Dự phòng,numeric__Số đầu năm > Giá trị hợp lý
a. Đầu tư vào công ty con,a. Đầu tư vào công ty con,a. Đầu tư vào công ty con,40.898.740.000,-,-,-,-,-,40898740000.0,,,,,
Công ty cổ phần ống thép Nam Kim,Công ty cổ phần ống thép Nam Kim,Công ty cổ phần ống thép Nam Kim,40.898.740.000,-,,-,-,-,40898740000.0,,,,,
"b. Đầu tư vào công ty liên doanh, liên kết","b. Đầu tư vào công ty liên doanh, liên kết","b. Đầu tư vào công ty liên doanh, liên kết",-,-,-,-,-,-,,,,,,
c. Đầu tư vào các đơn vị khác,c. Đầu tư vào các đơn vị khác,c. Đầu tư vào các đơn vị khác,-,-,-,-,-,-,,,,,,
Cộng,c. Đầu tư vào các đơn vị khác > Cộng,Cộng,40.898.740.000,-,-,-,-,-,40898740000.0,,,,,
"Ghi chú:- Tóm tắt hoạt động của các công ty con, công ty liên doanh, liên kết:Tình hình hoạt động trong năm tài chính 2016 kết thúc vào ngày 31/12/2016 của Công ty cổ phần ống thép Nam Kim do Công ty Cổ phần Thép Nam Kim cung cấp.- Các giao dịch chủ yếu giữa Công ty với công ty con, công ty liên doanh, liên kết:","Ghi chú:- Tóm tắt hoạt động của các công ty con, công ty liên doanh, liên kết:Tình hình hoạt động trong năm tài chính 2016 kết thúc vào ngày 31/12/2016 của Công ty cổ phần ống thép Nam Kim do Công ty Cổ phần Thép Nam Kim cung cấp.- Các giao dịch chủ yếu giữa Công ty với công ty con, công ty liên doanh, liên kết:","Ghi chú:- Tóm tắt hoạt động của các công ty con, công ty liên doanh, liên kết:Tình hình hoạt động trong năm tài chính 2016 kết thúc vào ngày 31/12/2016 của Công ty cổ phần ống thép Nam Kim do Công ty Cổ phần Thép Nam Kim cung cấp.- Các giao dịch chủ yếu giữa Công ty với công ty con, công ty liên doanh, liên kết:","Ghi chú:- Tóm tắt hoạt động của các công ty con, công ty liên doanh, liên kết:Tình hình hoạt động trong năm tài chính 2016 kết thúc vào ngày 31/12/2016 của Công ty cổ phần ống thép Nam Kim do Công ty Cổ phần Thép Nam Kim cung cấp.- Các giao dịch chủ yếu giữa Công ty với công ty con, công ty liên doanh, liên kết:","Ghi chú:- Tóm tắt hoạt động của các công ty con, công ty liên doanh, liên kết:Tình hình hoạt động trong năm tài chính 2016 kết thúc vào ngày 31/12/2016 của Công ty cổ phần ống thép Nam Kim do Công ty Cổ phần Thép Nam Kim cung cấp.- Các giao dịch chủ yếu giữa Công ty với công ty con, công ty liên doanh, liên kết:","Ghi chú:- Tóm tắt hoạt động của các công ty con, công ty liên doanh, liên kết:Tình hình hoạt động trong năm tài chính 2016 kết thúc vào ngày 31/12/2016 của Công ty cổ phần ống thép Nam Kim do Công ty Cổ phần Thép Nam Kim cung cấp.- Các giao dịch chủ yếu giữa Công ty với công ty con, công ty liên doanh, liên kết:","Ghi chú:- Tóm tắt hoạt động của các công ty con, công ty liên doanh, liên kết:Tình hình hoạt động trong năm tài chính 2016 kết thúc vào ngày 31/12/2016 của Công ty cổ phần ống thép Nam Kim do Công ty Cổ phần Thép Nam Kim cung cấp.- Các giao dịch chủ yếu giữa Công ty với công ty con, công ty liên doanh, liên kết:","Ghi chú:- Tóm tắt hoạt động của các công ty con, công ty liên doanh, liên kết:Tình hình hoạt động trong năm tài chính 2016 kết thúc vào ngày 31/12/2016 của Công ty cổ phần ống thép Nam Kim do Công ty Cổ phần Thép Nam Kim cung cấp.- Các giao dịch chủ yếu giữa Công ty với công ty con, công ty liên doanh, liên kết:","Ghi chú:- Tóm tắt hoạt động của các công ty con, công ty liên doanh, liên kết:Tình hình hoạt động trong năm tài chính 2016 kết thúc vào ngày 31/12/2016 của Công ty cổ phần ống thép Nam Kim do Công ty Cổ phần Thép Nam Kim cung cấp.- Các giao dịch chủ yếu giữa Công ty với công ty con, công ty liên doanh, liên kết:",,,,,,
Bên liên quan,Bên liên quan,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Nội dung nghiệp vụ,Nội dung nghiệp vụ,Giá trị,Giá trị,,,,,,
Công ty cổ phần ống thép Nam Kim (*),Bên liên quan > Công ty cổ phần ống thép Nam Kim (*),Công ty cổ phần ống thép Nam Kim (*),Công ty con,Góp vốn đầu tư vào công ty,Góp vốn đầu tư vào công ty,Góp vốn đầu tư vào công ty,40.898.740.000,40.898.740.000,,,,,40898740000.0,40898740000.0
"Ghi chú(*): Công ty Cổ Phần Ống Thép Nam Kim thành lập theo Giấy chứng nhận đăng ký kinh doanh số 1101817375 cấp ngày 16/04/2016 do Sở Kế hoạch và Đầu tư tinh Long An cấp. Trụ sở tại Lô C2, 16 đến Lô C2, 20, Đường VL1, Khu công nghiệp Vĩnh Lộc 2, Xã Long Hiệp, Huyện Bến Lức, Tinh Long An.Công ty CP Ống Thép Nam Kim chưa thực hiện niêm yết cổ phiếu trên các thị trường chứng khoán, nên giá trị hợp lý của khoản đầu tư vào các công ty này chưa thể xác định được để trình bày trên Báo cáo tài chính hợp nhất theo quy định của Thông tư 200/TT-BTC.","Ghi chú(*): Công ty Cổ Phần Ống Thép Nam Kim thành lập theo Giấy chứng nhận đăng ký kinh doanh số 1101817375 cấp ngày 16/04/2016 do Sở Kế hoạch và Đầu tư tinh Long An cấp. Trụ sở tại Lô C2, 16 đến Lô C2, 20, Đường VL1, Khu công nghiệp Vĩnh Lộc 2, Xã Long Hiệp, Huyện Bến Lức, Tinh Long An.Công ty CP Ống Thép Nam Kim chưa thực hiện niêm yết cổ phiếu trên các thị trường chứng khoán, nên giá trị hợp lý của khoản đầu tư vào các công ty này chưa thể xác định được để trình bày trên Báo cáo tài chính hợp nhất theo quy định của Thông tư 200/TT-BTC.","Ghi chú(*): Công ty Cổ Phần Ống Thép Nam Kim thành lập theo Giấy chứng nhận đăng ký kinh doanh số 1101817375 cấp ngày 16/04/2016 do Sở Kế hoạch và Đầu tư tinh Long An cấp. Trụ sở tại Lô C2, 16 đến Lô C2, 20, Đường VL1, Khu công nghiệp Vĩnh Lộc 2, Xã Long Hiệp, Huyện Bến Lức, Tinh Long An.Công ty CP Ống Thép Nam Kim chưa thực hiện niêm yết cổ phiếu trên các thị trường chứng khoán, nên giá trị hợp lý của khoản đầu tư vào các công ty này chưa thể xác định được để trình bày trên Báo cáo tài chính hợp nhất theo quy định của Thông tư 200/TT-BTC.","Ghi chú(*): Công ty Cổ Phần Ống Thép Nam Kim thành lập theo Giấy chứng nhận đăng ký kinh doanh số 1101817375 cấp ngày 16/04/2016 do Sở Kế hoạch và Đầu tư tinh Long An cấp. Trụ sở tại Lô C2, 16 đến Lô C2, 20, Đường VL1, Khu công nghiệp Vĩnh Lộc 2, Xã Long Hiệp, Huyện Bến Lức, Tinh Long An.Công ty CP Ống Thép Nam Kim chưa thực hiện niêm yết cổ phiếu trên các thị trường chứng khoán, nên giá trị hợp lý của khoản đầu tư vào các công ty này chưa thể xác định được để trình bày trên Báo cáo tài chính hợp nhất theo quy định của Thông tư 200/TT-BTC.","Ghi chú(*): Công ty Cổ Phần Ống Thép Nam Kim thành lập theo Giấy chứng nhận đăng ký kinh doanh số 1101817375 cấp ngày 16/04/2016 do Sở Kế hoạch và Đầu tư tinh Long An cấp. Trụ sở tại Lô C2, 16 đến Lô C2, 20, Đường VL1, Khu công nghiệp Vĩnh Lộc 2, Xã Long Hiệp, Huyện Bến Lức, Tinh Long An.Công ty CP Ống Thép Nam Kim chưa thực hiện niêm yết cổ phiếu trên các thị trường chứng khoán, nên giá trị hợp lý của khoản đầu tư vào các công ty này chưa thể xác định được để trình bày trên Báo cáo tài chính hợp nhất theo quy định của Thông tư 200/TT-BTC.","Ghi chú(*): Công ty Cổ Phần Ống Thép Nam Kim thành lập theo Giấy chứng nhận đăng ký kinh doanh số 1101817375 cấp ngày 16/04/2016 do Sở Kế hoạch và Đầu tư tinh Long An cấp. Trụ sở tại Lô C2, 16 đến Lô C2, 20, Đường VL1, Khu công nghiệp Vĩnh Lộc 2, Xã Long Hiệp, Huyện Bến Lức, Tinh Long An.Công ty CP Ống Thép Nam Kim chưa thực hiện niêm yết cổ phiếu trên các thị trường chứng khoán, nên giá trị hợp lý của khoản đầu tư vào các công ty này chưa thể xác định được để trình bày trên Báo cáo tài chính hợp nhất theo quy định của Thông tư 200/TT-BTC.","Ghi chú(*): Công ty Cổ Phần Ống Thép Nam Kim thành lập theo Giấy chứng nhận đăng ký kinh doanh số 1101817375 cấp ngày 16/04/2016 do Sở Kế hoạch và Đầu tư tinh Long An cấp. Trụ sở tại Lô C2, 16 đến Lô C2, 20, Đường VL1, Khu công nghiệp Vĩnh Lộc 2, Xã Long Hiệp, Huyện Bến Lức, Tinh Long An.Công ty CP Ống Thép Nam Kim chưa thực hiện niêm yết cổ phiếu trên các thị trường chứng khoán, nên giá trị hợp lý của khoản đầu tư vào các công ty này chưa thể xác định được để trình bày trên Báo cáo tài chính hợp nhất theo quy định của Thông tư 200/TT-BTC.","Ghi chú(*): Công ty Cổ Phần Ống Thép Nam Kim thành lập theo Giấy chứng nhận đăng ký kinh doanh số 1101817375 cấp ngày 16/04/2016 do Sở Kế hoạch và Đầu tư tinh Long An cấp. Trụ sở tại Lô C2, 16 đến Lô C2, 20, Đường VL1, Khu công nghiệp Vĩnh Lộc 2, Xã Long Hiệp, Huyện Bến Lức, Tinh Long An.Công ty CP Ống Thép Nam Kim chưa thực hiện niêm yết cổ phiếu trên các thị trường chứng khoán, nên giá trị hợp lý của khoản đầu tư vào các công ty này chưa thể xác định được để trình bày trên Báo cáo tài chính hợp nhất theo quy định của Thông tư 200/TT-BTC.","Ghi chú(*): Công ty Cổ Phần Ống Thép Nam Kim thành lập theo Giấy chứng nhận đăng ký kinh doanh số 1101817375 cấp ngày 16/04/2016 do Sở Kế hoạch và Đầu tư tinh Long An cấp. Trụ sở tại Lô C2, 16 đến Lô C2, 20, Đường VL1, Khu công nghiệp Vĩnh Lộc 2, Xã Long Hiệp, Huyện Bến Lức, Tinh Long An.Công ty CP Ống Thép Nam Kim chưa thực hiện niêm yết cổ phiếu trên các thị trường chứng khoán, nên giá trị hợp lý của khoản đầu tư vào các công ty này chưa thể xác định được để trình bày trên Báo cáo tài chính hợp nhất theo quy định của Thông tư 200/TT-BTC.",,,,,,
