row_label_raw,row_label_full,Ông,Phạm Mạnh Hùng,Tổng Giám đốc,numeric__Phạm Mạnh Hùng,numeric__Tổng Giám đốc
Ông,Ông,Ông,Quảng Trọng Lăng,Phó Tổng Giám đốc,,
Bà,Bà,Bà,Nguyễn Thị Ngọc Liên,Phó Tổng Giám đốc,,
Ông,Ông,Ông,Nguyễn Quốc Phong,Phó Tổng Giám đốc,,
Ông,Ông,Ông,Nguyễn Vinh An,Phó Tổng Giám đốc,,
