row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,
Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,,607.771.987.397,156.418.557.585,1.0,,607771987397.0,156418557585.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
- Khấu hao TSCĐ và BĐSDT,Điều chỉnh cho các khoản > - Khấu hao TSCĐ và BĐSDT,- Khấu hao TSCĐ và BĐSDT,02,,166.323.490.854,122.625.570.251,2.0,,166323490854.0,122625570251.0
- Các khoản dự phòng,Điều chỉnh cho các khoản > - Các khoản dự phòng,- Các khoản dự phòng,03,,1.607.219.395,(57.102.718.524),3.0,,1607219395.0,-57102718524.0
- (Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Điều chỉnh cho các khoản > - (Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,- (Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,,(191.273.141),55.634.314.685,4.0,,-191273141.0,55634314685.0
- (Lãi)/lỗ từ hoạt động đầu tư,Điều chỉnh cho các khoản > - (Lãi)/lỗ từ hoạt động đầu tư,- (Lãi)/lỗ từ hoạt động đầu tư,05,,(1.258.861.168),(891.183.958),5.0,,-1258861168.0,-891183958.0
- Chi phí lãi vay,Điều chỉnh cho các khoản > - Chi phí lãi vay,- Chi phí lãi vay,06,,141.639.235.578,81.783.660.055,6.0,,141639235578.0,81783660055.0
- Các khoản điều chỉnh khác,Điều chỉnh cho các khoản > - Các khoản điều chỉnh khác,- Các khoản điều chỉnh khác,07,,-,-,7.0,,,
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,915.891.798.915,358.468.200.094,8.0,,915891798915.0,358468200094.0
- (Tăng)/giảm các khoản phải thu,Điều chỉnh cho các khoản > - (Tăng)/giảm các khoản phải thu,- (Tăng)/giảm các khoản phải thu,09,,(137.828.246.153),176.851.315.312,9.0,,-137828246153.0,176851315312.0
- (Tăng)/giảm hàng tồn kho,Điều chỉnh cho các khoản > - (Tăng)/giảm hàng tồn kho,- (Tăng)/giảm hàng tồn kho,10,,(934.285.521.306),(125.919.833.611),10.0,,-934285521306.0,-125919833611.0
"- (Tăng)/giảm các khoản phải trả (không kể lãi vay phải trả, thuế TNDN phải nộp)","Điều chỉnh cho các khoản > - (Tăng)/giảm các khoản phải trả (không kể lãi vay phải trả, thuế TNDN phải nộp)","- (Tăng)/giảm các khoản phải trả (không kể lãi vay phải trả, thuế TNDN phải nộp)",11,,360.024.356.786,(493.393.355.661),11.0,,360024356786.0,-493393355661.0
- (Tăng)/giảm chi phí trả trước,Điều chỉnh cho các khoản > - (Tăng)/giảm chi phí trả trước,- (Tăng)/giảm chi phí trả trước,12,,(4.500.014.740),(20.417.408.365),12.0,,-4500014740.0,-20417408365.0
- (Tăng)/giảm chứng khoán kinh doanh,Điều chỉnh cho các khoản > - (Tăng)/giảm chứng khoán kinh doanh,- (Tăng)/giảm chứng khoán kinh doanh,13,,-,170.660.824,13.0,,,170660824.0
- Tiền lãi vay đã trả,Điều chỉnh cho các khoản > - Tiền lãi vay đã trả,- Tiền lãi vay đã trả,14,,(147.665.091.972),(81.783.660.055),14.0,,-147665091972.0,-81783660055.0
- Thuế TNDN đã nộp,Điều chỉnh cho các khoản > - Thuế TNDN đã nộp,- Thuế TNDN đã nộp,15,,(34.514.676.482),(35.090.059.582),15.0,,-34514676482.0,-35090059582.0
- Tiền thu khác từ hoạt động kinh doanh,Điều chỉnh cho các khoản > - Tiền thu khác từ hoạt động kinh doanh,- Tiền thu khác từ hoạt động kinh doanh,16,,-,10.430.479.676,16.0,,,10430479676.0
- Tiền chi khác cho hoạt động kinh doanh,Điều chỉnh cho các khoản > - Tiền chi khác cho hoạt động kinh doanh,- Tiền chi khác cho hoạt động kinh doanh,17,,(50.600.000),(1.263.645.000),17.0,,-50600000.0,-1263645000.0
Lưu chuyển tiền thuần từ hoạt động kinh,Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh,Lưu chuyển tiền thuần từ hoạt động kinh,20,,17.072.005.048,(211.947.306.368),20.0,,17072005048.0,-211947306368.0
II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,,,,
"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,,(2.231.665.344.441),(715.949.427.618),21.0,,-2231665344441.0,-715949427618.0
"Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,,630.000.000,45.454.545,22.0,,630000000.0,45454545.0
"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,,(26.000.000.000),-,23.0,,-26000000000.0,
Tiền chi đầu tư góp vốn vào đơn vị khác,II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi đầu tư góp vốn vào đơn vị khác,Tiền chi đầu tư góp vốn vào đơn vị khác,25,,(40.898.740.000),-,25.0,,-40898740000.0,
Tiền thu hồi đầu tư góp vốn vào đơn vị khác,II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu hồi đầu tư góp vốn vào đơn vị khác,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,-,,26.0,,,
"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,,1.258.861.168,887.164.699,27.0,,1258861168.0,887164699.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(2.296.675.223.273),(715.016.808.374),30.0,,-2296675223273.0,-715016808374.0
