row_label_raw,row_label_full,Bà Chu Thị Thanh Hà,Chủ tịch,numeric__Chủ tịch
Ông Trương Gia Bình,Ông Trương Gia Bình,Ông Trương Gia Bình,Thành viên,
Bà Lê Ngọc Diệp,Bà Lê Ngọc Diệp,Bà Lê Ngọc Diệp,Thành viên,
Ông Bùi Quang Ngọc,Ông Bùi Quang Ngọc,Ông Bùi Quang Ngọc,Thành viên,
Ông Nguyễn Văn Khoa,Ông Nguyễn Văn Khoa,Ông Nguyễn Văn Khoa,Thành viên,
Ông Phạm Công Minh,Ông Phạm Công Minh,Ông Phạm Công Minh,Thành viên (bố nhiệm ngày 12 tháng 11 năm 2019),
Ông Nguyễn Quốc Trị,Ông Nguyễn Quốc Trị,Ông Nguyễn Quốc Trị,Thành viên (miễn nhiệm ngày 12 tháng 11 năm 2019),
