row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,,
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Doanh thu bán hàng,Trong đó: > - Doanh thu bán hàng,- Doanh thu bán hàng,98.221.845.010,138.265.949.582,98221845010.0,138265949582.0
- Doanh thu cung cấp dịch vụ,Trong đó: > - Doanh thu cung cấp dịch vụ,- Doanh thu cung cấp dịch vụ,8.351.939.384.426,6.981.097.364.247,8351939384426.0,6981097364247.0
,,,8.450.161.229.436,7.119.363.313.829,8450161229436.0,7119363313829.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,,
Hàng bán bị trả lại,Các khoản giảm trừ doanh thu > Hàng bán bị trả lại,Hàng bán bị trả lại,(55.463.991.968),(16.698.874.908),-55463991968.0,-16698874908.0
,,,(55.463.991.968),(16.698.874.908),-55463991968.0,-16698874908.0
Doanh thu với các bên liên quan(chỉ tiết tại Thuyết minh số 27),Các khoản giảm trừ doanh thu > Doanh thu với các bên liên quan(chỉ tiết tại Thuyết minh số 27),Doanh thu với các bên liên quan(chỉ tiết tại Thuyết minh số 27),907.745.493.140,769.286.929.562,907745493140.0,769286929562.0
