row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,21,8.450.161.229.436,7.119.363.313.829,,1.0,21.0,8450161229436.0,7119363313829.0
2.,2.,2.,Các khoản giảm trừ doanh thu,2,21,55.463.991.968,16.698.874.908,,2.0,21.0,55463991968.0,16698874908.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,8.394.697.237.468,7.102.664.438.921,,10.0,,8394697237468.0,7102664438921.0
4.,4.,4.,Giá vốn hàng bán,11,22,4.188.984.098.109,3.658.830.455.514,,11.0,22.0,4188984098109.0,3658830455514.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,4.205.713.139.359,3.443.833.983.407,,20.0,,4205713139359.0,3443833983407.0
6.,6.,6.,Doanh thu hoạt động tải chính,21,24,410.915.136.487,202.081.133.482,,21.0,24.0,410915136487.0,202081133482.0
7.,7.,7.,Chi phí tài chính,22,25,213.941.986.827,144.564.076.083,,22.0,25.0,213941986827.0,144564076083.0
,,,- Trong đó: Chi phí lãi vay,23,,210.056.968.511,133.046.974.598,,23.0,,210056968511.0,133046974598.0
8.,8.,8.,Chi phí bán hàng,25,,917.078.280.328,775.899.825.013,,25.0,,917078280328.0,775899825013.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,,1.853.425.944.536,1.564.640.925.325,,26.0,,1853425944536.0,1564640925325.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,1.632.182.064.155,1.160.810.290.468,,30.0,,1632182064155.0,1160810290468.0
11.,11.,11.,Thu nhập khác,31,,4.516.434.656,3.720.497.483,,31.0,,4516434656.0,3720497483.0
12.,12.,12.,Chi phí khác,32,,3.255.060.910,4.026.673.207,,32.0,,3255060910.0,4026673207.0
13.,13.,13.,Lợi nhuận/(lỗ) khác (40=31-32),40,,1.261.373.746,(306.175.724),,40.0,,1261373746.0,-306175724.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.633.443.437.901,1.160.504.114.744,,50.0,,1633443437901.0,1160504114744.0
15.,15.,15.,Chi phí thuê thu nhập doanh nghiệp hiện hành,51,26,234.100.996.610,176.100.936.427,,51.0,26.0,234100996610.0,176100936427.0
16.,16.,16.,Chi phí thuê thu nhập doanh nghiệp hoãn lại,52,26,,21.732.498.727,,52.0,26.0,,21732498727.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,1.399.342.441.291,962.670.679.590,,60.0,,1399342441291.0,962670679590.0
