row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty Cổ phần Dịch vụ Trực tuyến FPT (FOC) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",3.688.963.152,3.535.114.242,3688963152.0,3535114242.0
Công ty TNHH MTV Viễn thông FPT Tân Thuận (CTTT),Công ty TNHH MTV Viễn thông FPT Tân Thuận (CTTT),Công ty TNHH MTV Viễn thông FPT Tân Thuận (CTTT),Công ty TNHH MTV Viễn thông FPT Tân Thuận (CTTT),Công ty TNHH MTV Viễn thông FPT Tân Thuận (CTTT),,
Bán hàng hóa và dịch vụ,Công ty TNHH MTV Viễn thông FPT Tân Thuận (CTTT) > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,22.472.624,19.869.746,22472624.0,19869746.0
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty TNHH MTV Viễn thông FPT Tân Thuận (CTTT) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",4.947.460.675,4.343.299.058,4947460675.0,4343299058.0
Công ty cổ phần Viễn thông Công nghệ FPT (FCN),Công ty cổ phần Viễn thông Công nghệ FPT (FCN),Công ty cổ phần Viễn thông Công nghệ FPT (FCN),Công ty cổ phần Viễn thông Công nghệ FPT (FCN),Công ty cổ phần Viễn thông Công nghệ FPT (FCN),,
Bán hàng hóa và dịch vụ,Công ty cổ phần Viễn thông Công nghệ FPT (FCN) > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,96.925.000,1.215.842.105,96925000.0,1215842105.0
Các công ty liên quan,Các công ty liên quan,Các công ty liên quan,Các công ty liên quan,Các công ty liên quan,,
Công ty Cổ phần Synnex FPT (FTG),Công ty Cổ phần Synnex FPT (FTG),Công ty Cổ phần Synnex FPT (FTG),Công ty Cổ phần Synnex FPT (FTG),Công ty Cổ phần Synnex FPT (FTG),,
Bán hàng hóa và dịch vụ,Công ty Cổ phần Synnex FPT (FTG) > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,-,30.900.000,,30900000.0
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty Cổ phần Synnex FPT (FTG) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",10.021.972.000,110.426.077.636,10021972000.0,110426077636.0
Công ty TNHH Phần mềm FPT (FSO),Công ty TNHH Phần mềm FPT (FSO),Công ty TNHH Phần mềm FPT (FSO),Công ty TNHH Phần mềm FPT (FSO),Công ty TNHH Phần mềm FPT (FSO),,
Bán hàng hóa và dịch vụ,Công ty TNHH Phần mềm FPT (FSO) > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,285.021.031,-,285021031.0,
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty TNHH Phần mềm FPT (FSO) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",608.328.611,1.052.578.106,608328611.0,1052578106.0
Công ty TNHH Hệ thống Thông tin FPT (FIS),Công ty TNHH Hệ thống Thông tin FPT (FIS),Công ty TNHH Hệ thống Thông tin FPT (FIS),Công ty TNHH Hệ thống Thông tin FPT (FIS),Công ty TNHH Hệ thống Thông tin FPT (FIS),,
Bán hàng hóa và dịch vụ,Công ty TNHH Hệ thống Thông tin FPT (FIS) > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,2.619.711.605,1.787.771.879,2619711605.0,1787771879.0
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty TNHH Hệ thống Thông tin FPT (FIS) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",218.500.000,191.422.758.170,218500000.0,191422758170.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),,
Bán hàng hóa và dịch vụ,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT) > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,15.503.723.835,16.848.650.766,15503723835.0,16848650766.0
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",3.577.258.229,3.551.295.431,3577258229.0,3551295431.0
