row_label_raw,row_label_full,col_0,Theo Giấy chứng nhận đăng ký doanh nghiệp sửa đổi,Theo Giấy chứng nhận đăng ký doanh nghiệp sửa đổi_1,Vốn đã góp,Vốn đã góp_1,Vốn đã góp_2,Vốn đã góp_3,numeric__Theo Giấy chứng nhận đăng ký doanh nghiệp sửa đổi,numeric__Theo Giấy chứng nhận đăng ký doanh nghiệp sửa đổi_1,numeric__Vốn đã góp,numeric__Vốn đã góp_1,numeric__Vốn đã góp_2,numeric__Vốn đã góp_3
,,,Theo Giấy chứng nhận đăng ký doanh nghiệp sửa đổi,Theo Giấy chứng nhận đăng ký doanh nghiệp sửa đổi,Số cuối năm,Số cuối năm,Số đầu năm,Số đầu năm,,,,,,
,,,Số lượng cổ phiếu,%,Số lượng cổ phiếu,%,Số lượng cổ phiếu,%,,,,,,
Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước,Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước,Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước,124.804.562,"50,17",124.804.562,"50,17",113.458.693,"50,17",124804562.0,50.17,124804562.0,50.17,113458693.0,50.17
Công ty Cổ phần FPT,Công ty Cổ phần FPT,Công ty Cổ phần FPT,113.566.257,"45,65",113.566.257,"45,65",103.242.052,"45,65",113566257.0,45.65,113566257.0,45.65,103242052.0,45.65
Các cổ đông khác,Các cổ đông khác,Các cổ đông khác,10.401.665,"4,18",10.371.650,"4,17",9.428.964,"4,17",10401665.0,4.18,10371650.0,4.17,9428964.0,4.17
,,,248.772.484,"100,00",248.742.469,"99,99",226.129.709,"99,99",248772484.0,100.0,248742469.0,99.99,226129709.0,99.99
Cổ phiếu quỹ,Cổ phiếu quỹ,Cổ phiếu quỹ,-,-,30.015,"0,01",30.015,"0,01",,,30015.0,0.01,30015.0,0.01
,,,248.772.484,"100,00",248.772.484,"100,00",226.159.724,"100,00",248772484.0,100.0,248772484.0,100.0,226159724.0,100.0
