row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,5.772.631.586.494,5.734.519.173.084,,100.0,,5772631586494.0,5734519173084.0
I.,I.,I.,Tiền và các khoản tương,110,4,99.333.567.324,90.125.861.942,,110.0,4.0,99333567324.0,90125861942.0
1.,1.,1.,Tiền,111,,97.180.728.923,87.092.364.646,,111.0,,97180728923.0,87092364646.0
2.,2.,2.,Các khoản tương đương tiền,112,,2.152.838.401,3.033.497.296,,112.0,,2152838401.0,3033497296.0
II.,II.,II.,Các khoản phải thu ngắn hạn,130,,4.558.831.808.630,4.009.388.607.190,,130.0,,4558831808630.0,4009388607190.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,,940.433.667.879,902.982.918.255,,131.0,,940433667879.0,902982918255.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,,41.451.010.510,12.520.007.131,,132.0,,41451010510.0,12520007131.0
3.,3.,3.,Phải thu ngắn hạn khác,136,6,3.806.924.043.360,3.236.456.640.908,,136.0,6.0,3806924043360.0,3236456640908.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó,137,7,(229.976.913.119),(142.570.959.104),,137.0,7.0,-229976913119.0,-142570959104.0
III.,III.,III.,Hàng tồn kho,140,8,578.923.514.170,781.468.960.950,,140.0,8.0,578923514170.0,781468960950.0
1.,1.,1.,Hàng tồn kho,141,,609.202.749.247,812.670.576.044,,141.0,,609202749247.0,812670576044.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(30.279.235.077),(31.201.615.094),,149.0,,-30279235077.0,-31201615094.0
IV.,IV.,IV.,Tài sản ngắn hạn khác,150,,535.542.696.370,853.535.743.002,,150.0,,535542696370.0,853535743002.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,9,508.408.558.838,816.145.049.381,,151.0,9.0,508408558838.0,816145049381.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,17.663.625.241,27.871.605.700,,152.0,,17663625241.0,27871605700.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,10,9.470.512.291,9.519.087.921,,153.0,10.0,9470512291.0,9519087921.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,6.546.720.125.877,4.691.869.436.189,,200.0,,6546720125877.0,4691869436189.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,4.140.415.915,4.450.039.995,,210.0,,4140415915.0,4450039995.0
1.,1.,1.,Phải thu dài hạn khác,216,,4.140.415.915,4.450.039.995,,216.0,,4140415915.0,4450039995.0
II.,II.,II.,Tài sản cố định,220,,4.641.164.888.985,3.931.076.736.215,,220.0,,4641164888985.0,3931076736215.0
1.,1.,1.,Tài sản cố định hữu hình,221,11,4.016.770.456.180,3.349.553.778.613,,221.0,11.0,4016770456180.0,3349553778613.0
,,,- Nguyên giá,222,,7.672.555.323.545,6.443.779.910.127,,222.0,,7672555323545.0,6443779910127.0
,,,- Giá trị hao mòn lũy kế,223,,(3.655.784.867.365),(3.094.226.131.514),,223.0,,-3655784867365.0,-3094226131514.0
2.,2.,2.,Tài sản cố định vô hình,227,12,624.394.432.805,581.522.957.602,,227.0,12.0,624394432805.0,581522957602.0
,,,- Nguyên giá,228,,892.898.548.569,787.844.330.206,,228.0,,892898548569.0,787844330206.0
,,,- Giá trị hao mòn lũy kế,229,,(268.504.115.764),(206.321.372.604),,229.0,,-268504115764.0,-206321372604.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,101.628.826.244,32.276.872.911,,240.0,,101628826244.0,32276872911.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,13,101.628.826.244,32.276.872.911,,242.0,13.0,101628826244.0,32276872911.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,5,471.226.317.955,264.226.317.955,,250.0,5.0,471226317955.0,264226317955.0
1.,1.,1.,Đầu tư vào công ty con,251,,465.226.317.955,258.226.317.955,,251.0,,465226317955.0,258226317955.0
2.,2.,2.,Đầu tư góp vốn vào đơn vị khác,253,,6.000.000.000,6.000.000.000,,253.0,,6000000000.0,6000000000.0
V.,V.,V.,Tài sản dài hạn khác,260,,1.328.559.676.778,459.839.469.113,,260.0,,1328559676778.0,459839469113.0
1.,1.,1.,Chi phí trả trước dài hạn,261,9,1.328.559.676.778,459.839.469.113,,261.0,9.0,1328559676778.0,459839469113.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,12.319.351.712.371,10.426.388.609.273,,270.0,,12319351712371.0,10426388609273.0
