row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1,Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1,Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1,45.573.673.803,58.970.208.460,45573673803.0,58970208460.0
Công ty Cổ phần DIC Số 4,Công ty Cổ phần DIC Số 4,Công ty Cổ phần DIC Số 4,35.213.568.836,47.868.185.742,35213568836.0,47868185742.0
Công ty Cổ phần Đầu tư Phát triển Xây dựng số 2,Công ty Cổ phần Đầu tư Phát triển Xây dựng số 2,Công ty Cổ phần Đầu tư Phát triển Xây dựng số 2,20.913.510.182,28.137.737.377,20913510182.0,28137737377.0
Công ty Cổ phần Đầu tư Phát triển Xây dựng Phước An,Công ty Cổ phần Đầu tư Phát triển Xây dựng Phước An,Công ty Cổ phần Đầu tư Phát triển Xây dựng Phước An,13.852.235.433,4.305.324.794,13852235433.0,4305324794.0
Công Ty TNHH Nội Thất Đất Việt,Công Ty TNHH Nội Thất Đất Việt,Công Ty TNHH Nội Thất Đất Việt,9.525.062.587,-,9525062587.0,
Công ty Cổ phần Đầu tư và Phát triển Thanh Bình,Công ty Cổ phần Đầu tư và Phát triển Thanh Bình,Công ty Cổ phần Đầu tư và Phát triển Thanh Bình,4.540.047.517,9.246.430.292,4540047517.0,9246430292.0
Khác,Khác,Khác,82.571.094.782,66.175.728.081,82571094782.0,66175728081.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,212.189.193.140,214.703.614.746,212189193140.0,214703614746.0
Trong đó:Các bên liên quan (Thuyết minh số 29),Trong đó:Các bên liên quan (Thuyết minh số 29),Trong đó:Các bên liên quan (Thuyết minh số 29),111.657.103.797,160.916.513.498,111657103797.0,160916513498.0
Các bên khác,Các bên khác,Các bên khác,100.532.089.343,53.787.101.248,100532089343.0,53787101248.0
