row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,5.161.394.504.270,4.550.886.009.069,,,5161394504270.0,4550886009069.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,716.666.189.148,188.003.235.025,,4.0,716666189148.0,188003235025.0
111,111,111,1. Tiền,,381.541.991.600,112.892.333.404,,,381541991600.0,112892333404.0
112,112,112,2. Các khoản tương đương tiền,,335.124.197.548,75.110.901.621,,,335124197548.0,75110901621.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,-,40.000.000.000,,,,40000000000.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,-,40.000.000.000,,,,40000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.513.557.665.027,875.810.943.768,,,1513557665027.0,875810943768.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,975.234.300.554,665.508.904.842,,5.0,975234300554.0,665508904842.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,274.067.244.039,45.481.842.353,,6.0,274067244039.0,45481842353.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,23.323.000.000,38.955.480.742,,7.0,23323000000.0,38955480742.0
136,136,136,4. Phải thu ngắn hạn khác,8,247.457.077.338,135.314.857.290,,8.0,247457077338.0,135314857290.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(6.523.956.904),(9.450.141.459),,,-6523956904.0,-9450141459.0
140,140,140,IV. Hàng tồn kho,9,2.871.355.783.149,3.397.660.962.411,,9.0,2871355783149.0,3397660962411.0
141,141,141,1. Hàng tồn kho,,2.871.355.783.149,3.397.660.962.411,,,2871355783149.0,3397660962411.0
150,150,150,V. Tài sản ngắn hạn khác,,59.814.866.946,49.410.867.865,,,59814866946.0,49410867865.0
151,151,151,1. Chi phí trả trước ngắn hạn,10,57.203.847.559,46.245.831.825,,10.0,57203847559.0,46245831825.0
152,152,152,2. Thuế GTGT được khấu trừ,17,-,4.671.720,,17.0,,4671720.0
153,153,153,3. Thuế và các khoản phải thu Nhà nước,17,2.611.019.387,3.160.364.320,,17.0,2611019387.0,3160364320.0
