row_label_raw,row_label_full,Ngân hàng > Ngân hàng Thương mại Cổ phần Á Châu - Chi nhánh Hồ Chí Minh > Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Bà rịa - Vũng Tàu > Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh - Chi nhánh Vũng Tàu > Ngân hàng Thương mại Cổ phần Công thương Việt Nam - Chi nhánh Bình Xuyên,Số cuối năm VND > 190.784.268.844 > 163.775.204.200 > 158.999.405.034 > 58.365.039.422,Kỳ hạn trả gốc và lãi > Từ ngày 25 tháng 1 năm 2019 đến ngày 25 tháng 1 năm 2021 > Ngày 14 tháng 12 năm 2022 > Từ ngày 22 tháng 7 năm 2019 đến ngày 7 tháng 10 năm 2020 > Từ ngày 1 tháng 8 năm 2019 đến ngày 1 tháng 11 năm 2028,"Lãi suất (%/năm) > 9,5% > 10,5% - 11,5% > 8,8%","Hình thức đãm bảo > Khoản phải thu và quyền phát sinh của Tổng Công ty có được theo các hợp đồng bán/cho thuê dài hạn của Dự án Khu căn hộ thuộc khối B - Tổ hợp khách sạn 5 sao Pullman và Trung tâm Hội nghị Triển lâm Quốc tế Thành phố Vũng Tàu, hợp đồng tiến gửi có kỳ hạn tại Ngân hàng Thương mại Cổ phần Á Châu - Chi nhánh Hồ Chí Minh và 18.920.000 cổ phần phổ thông của Công ty Cổ phần Đầu tư và Phát triển Phương Nam do Tổng Công ty năm giữ > Giấy chứng nhận Quyền sử dụng đất số AL 622002 do UBND Tĩnh Bà Rịa - Vũng Tàu cấp ngày 31 tháng 1 năm 2008 > Quyền sử dụng đất của các dự án bao gồm: 1 lô đất diện tích 26.895,1 \( m^{2} \) và tài sản hình thành trong tương lai thuộc Dự án Phoenix I và Phoenix II, 53 lô đất tại Khu đô thị Du lịch Sinh thái Đại Phước diện tích 101.521 \( m^{2} \), 43 lô đất tại Khu dân cư Thương mại Phường 4, Hậu Giang diện tích 201.702,8 \( m^{2} \), 189 lô đất tại Khu đô thị mới Nam Vĩnh Yên diện tích 48.365 \( m^{2} \); và phần góp vốn và quyền phát sinh từ phần góp vốn vào Công ty Cổ phần Vina Đại Phước > Thừa đất số 667 với diện tích 7.920 \( m^{2} \) tại Phường Khai Quang, Thành phố Vĩnh Yên, Tĩnh Vĩnh Phúc, tờ bản đồ số 16, thừa đất số 805 và 806 với diện tích 17.341 \( m^{2} \) tại Xã Thanh Trù, Thành phố Vĩnh Yên, tỉnh Vĩnh Phúc và toàn bộ quyền tài sản phát sinh từ Dự án khu tổ hợp Khách sạn DIC Star",numeric__Số cuối năm VND > 190.784.268.844 > 163.775.204.200 > 158.999.405.034 > 58.365.039.422,numeric__Kỳ hạn trả gốc và lãi > Từ ngày 25 tháng 1 năm 2019 đến ngày 25 tháng 1 năm 2021 > Ngày 14 tháng 12 năm 2022 > Từ ngày 22 tháng 7 năm 2019 đến ngày 7 tháng 10 năm 2020 > Từ ngày 1 tháng 8 năm 2019 đến ngày 1 tháng 11 năm 2028,"numeric__Lãi suất (%/năm) > 9,5% > 10,5% - 11,5% > 8,8%","numeric__Hình thức đãm bảo > Khoản phải thu và quyền phát sinh của Tổng Công ty có được theo các hợp đồng bán/cho thuê dài hạn của Dự án Khu căn hộ thuộc khối B - Tổ hợp khách sạn 5 sao Pullman và Trung tâm Hội nghị Triển lâm Quốc tế Thành phố Vũng Tàu, hợp đồng tiến gửi có kỳ hạn tại Ngân hàng Thương mại Cổ phần Á Châu - Chi nhánh Hồ Chí Minh và 18.920.000 cổ phần phổ thông của Công ty Cổ phần Đầu tư và Phát triển Phương Nam do Tổng Công ty năm giữ > Giấy chứng nhận Quyền sử dụng đất số AL 622002 do UBND Tĩnh Bà Rịa - Vũng Tàu cấp ngày 31 tháng 1 năm 2008 > Quyền sử dụng đất của các dự án bao gồm: 1 lô đất diện tích 26.895,1 \( m^{2} \) và tài sản hình thành trong tương lai thuộc Dự án Phoenix I và Phoenix II, 53 lô đất tại Khu đô thị Du lịch Sinh thái Đại Phước diện tích 101.521 \( m^{2} \), 43 lô đất tại Khu dân cư Thương mại Phường 4, Hậu Giang diện tích 201.702,8 \( m^{2} \), 189 lô đất tại Khu đô thị mới Nam Vĩnh Yên diện tích 48.365 \( m^{2} \); và phần góp vốn và quyền phát sinh từ phần góp vốn vào Công ty Cổ phần Vina Đại Phước > Thừa đất số 667 với diện tích 7.920 \( m^{2} \) tại Phường Khai Quang, Thành phố Vĩnh Yên, Tĩnh Vĩnh Phúc, tờ bản đồ số 16, thừa đất số 805 và 806 với diện tích 17.341 \( m^{2} \) tại Xã Thanh Trù, Thành phố Vĩnh Yên, tỉnh Vĩnh Phúc và toàn bộ quyền tài sản phát sinh từ Dự án khu tổ hợp Khách sạn DIC Star"
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,571.923.917.500,,,,571923917500.0,,,
Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,417.219.983.117154.703.934.383,,,,4.172199831171547e+23,,,
