row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,57.547.658.002,27.046.800.288,57547658002.0,27046800288.0
Chi phí môi giới,Chi phí môi giới,Chi phí môi giới,53.260.712.630,25.315.195.324,53260712630.0,25315195324.0
Chi phí quảng cáo,Chi phí quảng cáo,Chi phí quảng cáo,1.972.934.462,840.101.818,1972934462.0,840101818.0
Chi phí khác,Chi phí khác,Chi phí khác,2.314.010.910,891.503.146,2314010910.0,891503146.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,109.230.534.140,63.299.284.065,109230534140.0,63299284065.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,47.425.747.326,37.108.059.170,47425747326.0,37108059170.0
Chi phí giao tế,Chi phí giao tế,Chi phí giao tế,29.930.363.000,7.096.160.000,29930363000.0,7096160000.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,3.843.890.731,3.417.750.487,3843890731.0,3417750487.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",2.558.160.750,1.365.510.801,2558160750.0,1365510801.0
Chi phí dịch vụ thuê ngoài,Chi phí dịch vụ thuê ngoài,Chi phí dịch vụ thuê ngoài,1.435.662.944,948.003.204,1435662944.0,948003204.0
Chi phí khác,Chi phí khác,Chi phí khác,24.036.709.389,13.363.800.403,24036709389.0,13363800403.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,166.778.192.142,90.346.084.353,166778192142.0,90346084353.0
