row_label_raw,row_label_full,Vay ngân hàng(Thuyết minh số20.1 và 20.2),Số đầu năm > 616.506.674.920,Vay trong năm > 441.100.401.377,Trả nợ gốc vay > (365.683.158.797),VND Số cuối năm > 691.923.917.500,numeric__Số đầu năm > 616.506.674.920,numeric__Vay trong năm > 441.100.401.377,numeric__Trả nợ gốc vay > (365.683.158.797),numeric__VND Số cuối năm > 691.923.917.500
Trải phiếu (Thuyếtminh số 20.3),Trải phiếu (Thuyếtminh số 20.3),Trải phiếu (Thuyếtminh số 20.3),1.000.000.000.000,-,(200.000.000.000),800.000.000.000,1000000000000.0,,-200000000000.0,800000000000.0
Vay từ các cá nhânChi phí phát hànhtrái phiếu (Thuyếtminh số 20.3),Vay từ các cá nhânChi phí phát hànhtrái phiếu (Thuyếtminh số 20.3),Vay từ các cá nhânChi phí phát hànhtrái phiếu (Thuyếtminh số 20.3),100.000.000,-,(100.000.000),-,100000000.0,,-100000000.0,
Vay từ các cá nhânChi phí phát hànhtrái phiếu (Thuyếtminh số 20.3),Vay từ các cá nhânChi phí phát hànhtrái phiếu (Thuyếtminh số 20.3),Vay từ các cá nhânChi phí phát hànhtrái phiếu (Thuyếtminh số 20.3),(4.413.387.998),-,3.209.736.728,(1.203.651.270),-4413387998.0,,3209736728.0,-1203651270.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.612.193.286.922,441.100.401.377,(562.573.422.069),1.490.720.266.230,1612193286922.0,441100401377.0,-562573422069.0,1490720266230.0
Trong đó:Ngắn hạn,Trong đó:Ngắn hạn,Trong đó:Ngắn hạn,223.618.668.525,,,1.073.500.283.113,223618668525.0,,,1073500283113.0
Dài hạn,Dài hạn,Dài hạn,1.388.574.618.397,,,417.219.983.117,1388574618397.0,,,417219983117.0
