row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VND Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VND Năm trước
Công ty Cổ phần DIC Số 4,Công ty Cổ phần DIC Số 4,Công ty Cổ phần DIC Số 4,Công ty liên kết,Chi phí xây dựng,201.811.025.455,151.904.752.639,,,201811025455.0,151904752639.0
Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1,Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1,Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1,Công ty con,Chi phí xây dựngCho vayCung cấp dịch vụ,201.645.592.61527.500.000.0004.039.730.962,139.580.717.42018.000.000.0005.530.950.000,,,2.01645592615275e+32,1.3958071742018e+32
Công ty Cổ phần Thủy Cung DIG,Công ty Cổ phần Thủy Cung DIG,Công ty Cổ phần Thủy Cung DIG,Công ty con,Góp vốn,67.250.000.000,80.000.000.000,,,67250000000.0,80000000000.0
Công ty Cổ phần Đầu tư Phát triển Xây dựng (DIC) số 2,Công ty Cổ phần Đầu tư Phát triển Xây dựng (DIC) số 2,Công ty Cổ phần Đầu tư Phát triển Xây dựng (DIC) số 2,Công ty con,Chi phí xây dựngCho vay,72.876.880.28611.300.000.000,82.365.521.108-,,,7.2876880286113e+21,
Công ty Cổ phần Bất động sản DIC,Công ty Cổ phần Bất động sản DIC,Công ty Cổ phần Bất động sản DIC,Công ty liên kết,Chi phí môi giớiCổ tức nhận được,51.970.822.285437.727.273,3.314.155.608-,,,5.197082228543773e+19,
Công ty Cổ phần Đầu tư Phát triển Phương Nam,Công ty Cổ phần Đầu tư Phát triển Phương Nam,Công ty Cổ phần Đầu tư Phát triển Phương Nam,Công ty liên kết,Cho vayChi phí dịch vụ,6.600.000.0003.429.218.702,29.100.000.0002.476.312.131,,,6.600000000342922e+19,2.910000000024763e+20
Công ty Cổ phần Đầu tư Phát triển Xây dựngKhoáng sản Miền Trung,Công ty Cổ phần Đầu tư Phát triển Xây dựngKhoáng sản Miền Trung,Công ty Cổ phần Đầu tư Phát triển Xây dựngKhoáng sản Miền Trung,Công ty con,Cho vayLãi vay,16.723.000.000913.210.279,1.400.000.000587.742.013,,,1.672300000091321e+19,1.400000000587742e+18
Công ty Cổ phần Du lịch và Thương mại DIC,Công ty Cổ phần Du lịch và Thương mại DIC,Công ty Cổ phần Du lịch và Thương mại DIC,Công ty con,Chi phí dịch vụCổ tức nhận được,8.344.312.3413.872.686.500,2.901.570.492-,,,8.344312341387269e+19,
Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình,Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình,Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình,Công ty trong cùng Tập đoàn,Chi phí xây dựng,2.718.045.783,5.646.045.808,,,2718045783.0,5646045808.0
Công ty Cổ phần Đầu tư Phát triển Xây dựng Bê tông,Công ty Cổ phần Đầu tư Phát triển Xây dựng Bê tông,Công ty Cổ phần Đầu tư Phát triển Xây dựng Bê tông,Công ty liên kết,Cổ tức nhận được,2.519.988.000,-,,,2519988000.0,
Công ty Cổ phần Gạch men Anh em,Công ty Cổ phần Gạch men Anh em,Công ty Cổ phần Gạch men Anh em,Công ty con,Cho vay,60.000.000.000,-,,,60000000000.0,
Công ty Cổ phần Vật liệu Xây dựng DIC,Công ty Cổ phần Vật liệu Xây dựng DIC,Công ty Cổ phần Vật liệu Xây dựng DIC,Công ty con,Chi phí xây dựng,10.154.241.918,16.859.295.843,,,10154241918.0,16859295843.0
