row_label_raw,row_label_full,Ông Trần Minh Phú,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Ông Hoàng Văn Tăng,Ông Hoàng Văn Tăng,Ông Hoàng Văn Tăng,Phó Tổng Giám đốc,,,
Ông Bùi Văn Sự,Ông Bùi Văn Sự,Ông Bùi Văn Sự,Phó Tổng Giám đốc,,,
Ông Phạm Văn Thành,Ông Phạm Văn Thành,Ông Phạm Văn Thành,Phó Tổng Giám đốc,,,
Ông Đăng Xuân Hưởng,Ông Đăng Xuân Hưởng,Ông Đăng Xuân Hưởng,Phó Tổng Giám đốc,miễn nhiệm ngày 1 tháng 11 năm 2018,,
Bà Nguyễn Thị Thanh Huyền,Bà Nguyễn Thị Thanh Huyền,Bà Nguyễn Thị Thanh Huyền,Phó Tổng Giám đốc,bỗ nhiệm ngày 22 tháng 5 năm 2018,,
Ông Nguyễn Hùng Cường,Ông Nguyễn Hùng Cường,Ông Nguyễn Hùng Cường,Phó Tổng Giám đốc,miễn nhiệm ngày 22 tháng 5 năm 2018,,
