row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,,,,
Công ty Cổ phần DIC Số 4,Phải thu ngắn hạn khách hàng > Công ty Cổ phần DIC Số 4,Công ty Cổ phần DIC Số 4,Công ty liên kết,Cung cấp dịch vụ,1.900.000.000,52.500.000.000,,,1900000000.0,52500000000.0
Công ty Cổ phần Vina Đại Phước,Phải thu ngắn hạn khách hàng > Công ty Cổ phần Vina Đại Phước,Công ty Cổ phần Vina Đại Phước,Công ty trong cùng Tập đoàn,Cung cấp dịch vụ,781.678.376,77.485.045,,,781678376.0,77485045.0
Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1,Phải thu ngắn hạn khách hàng > Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1,Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1,Công ty con,Doanh thu bán hàng hóa và cung cấp dịch vụ,84.268.318,23.716.352,,,84268318.0,23716352.0
Công ty Cổ phần Đầu tư Phát triển Phương Nam,Phải thu ngắn hạn khách hàng > Công ty Cổ phần Đầu tư Phát triển Phương Nam,Công ty Cổ phần Đầu tư Phát triển Phương Nam,Công ty liên kết,Cung cấp dịch vụ,302.714.457,1.039.018.514,,,302714457.0,1039018514.0
Công ty Cổ phần Đầu tư Phát triển Xây dựng Bê tông,Phải thu ngắn hạn khách hàng > Công ty Cổ phần Đầu tư Phát triển Xây dựng Bê tông,Công ty Cổ phần Đầu tư Phát triển Xây dựng Bê tông,Công ty liên kết,Cung cấp dịch vụ,109.773.300,89.405.388,,,109773300.0,89405388.0
Công ty Cổ phần Đầu tư Phát triển Xây dựng (DIC) Số 2,Phải thu ngắn hạn khách hàng > Công ty Cổ phần Đầu tư Phát triển Xây dựng (DIC) Số 2,Công ty Cổ phần Đầu tư Phát triển Xây dựng (DIC) Số 2,Công ty con,Cung cấp dịch vụ,13.369.000,552.000,,,13369000.0,552000.0
Công ty Cổ phần Đầu tư Phát triển Xây dựng Du lịch Thể thao Vũng Tàu,Phải thu ngắn hạn khách hàng > Công ty Cổ phần Đầu tư Phát triển Xây dựng Du lịch Thể thao Vũng Tàu,Công ty Cổ phần Đầu tư Phát triển Xây dựng Du lịch Thể thao Vũng Tàu,Công ty liên kết,Cung cấp dịch vụ,135.722.226,-,,,135722226.0,
Công ty Cổ phần Bất động sản DIC,Phải thu ngắn hạn khách hàng > Công ty Cổ phần Bất động sản DIC,Công ty Cổ phần Bất động sản DIC,Công ty liên kết,Cung cấp dịch vụ,-,299.677.500,,,,299677500.0
,,,,,3.327.525.677,54.029.854.799,,,3327525677.0,54029854799.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,,,,
Công ty Cổ phần Đầu tư Phát triển Phương Nam,Trả trước cho người bán ngắn hạn > Công ty Cổ phần Đầu tư Phát triển Phương Nam,Công ty Cổ phần Đầu tư Phát triển Phương Nam,Công ty liên kết,Trả trước thực hiện dự án,189.685.905.922,7.335.286.419,,,189685905922.0,7335286419.0
Công ty Cổ phần Bất động sản DIC,Trả trước cho người bán ngắn hạn > Công ty Cổ phần Bất động sản DIC,Công ty Cổ phần Bất động sản DIC,Công ty liên kết,Trả trước dịch vụ cung cấp,1.930.045.518,-,,,1930045518.0,
Công ty Cổ phần Du lịch và Thương mại DIC,Trả trước cho người bán ngắn hạn > Công ty Cổ phần Du lịch và Thương mại DIC,Công ty Cổ phần Du lịch và Thương mại DIC,Công ty con,Trả trước dịch vụ cung cấp,-,52.230.000,,,,52230000.0
Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1,Trả trước cho người bán ngắn hạn > Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1,Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1,Công ty con,Trả trước thực hiện dự án,-,930.460.000,,,,930460000.0
,,,,,191.615.951.440,8.317.976.419,,,191615951440.0,8317976419.0
