row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
10,10,10,1. Doanh thu thuần về bán hàng và cung cấp dịch vụ,24.1,115.624.647.551,989.794.396.516,,241.0,115624647551.0,989794396516.0
11,11,11,2. Giá vốn hàng bán và dịch vụ cung cấp,25,(24.769.056.815),(605.563.012.552),,25.0,-24769056815.0,-605563012552.0
20,20,20,3. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,90.855.590.736,384.231.383.964,,,90855590736.0,384231383964.0
21,21,21,4. Doanh thu hoạt động tài chính,24.2,562.834.669.431,936.375.002.695,,242.0,562834669431.0,936375002695.0
22,22,22,5. Chi phí tài chính Trong đó: Chi phí lãi vay,26,(267.664.920.650) (111.851.495.179),(165.692.607.835) (155.241.244.315),,26.0,,
23,23,23,5. Chi phí tài chính Trong đó: Chi phí lãi vay,26,(267.664.920.650) (111.851.495.179),(165.692.607.835) (155.241.244.315),,26.0,,
25,25,25,6. Chi phí bán hàng,27,(6.398.418.658),(51.022.061.300),,27.0,-6398418658.0,-51022061300.0
26,26,26,7. Chi phí quản lý doanh nghiệp,27,(130.313.695.894),(148.386.350.053),,27.0,-130313695894.0,-148386350053.0
30,30,30,8. Lợi nhuận thuần từ hoạt động kinh doanh,,249.313.224.965,955.505.367.471,,,249313224965.0,955505367471.0
31,31,31,9. Thu nhập khác,28,5.661.213.125,36.977.234.721,,28.0,5661213125.0,36977234721.0
32,32,32,10. Chi phí khác,28,(5.225.215.764),(2.124.892.498),,28.0,-5225215764.0,-2124892498.0
40,40,40,11. Lợi nhuận khác,28,435.997.361,34.852.342.223,,28.0,435997361.0,34852342223.0
50,50,50,12. Tổng lợi nhuận kế toán trước thuế,,249.749.222.326,990.357.709.694,,,249749222326.0,990357709694.0
51,51,51,13. Chi phí thuế TNDN hiện hành,29.1,(7.386.670.479),(69.567.477.681),,291.0,-7386670479.0,-69567477681.0
52,52,52,14. Thu nhập (chi phí) thuế TNDN hoãn lại,29.3,2.541.781.121,(14.093.346.720),,293.0,2541781121.0,-14093346720.0
60,60,60,15. Lợi nhuận sau thuế TNDN,,244.904.332.968,906.696.885.293,,,244904332968.0,906696885293.0
