row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,,,,
Đất Xanh Miền Nam,Phải trả người bán ngắn hạn > Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Dịch vụ BĐS,22.278.457.459,-,,,22278457459.0,
Đất Xanh Miền Bắc,Phải trả người bán ngắn hạn > Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Mua căn hệ,1.561.573.578,-,,,1561573578.0,
Unihomes,Phải trả người bán ngắn hạn > Unihomes,Unihomes,Công ty con,Dịch vụ BĐS,1.513.187.676,-,,,1513187676.0,
Đất Xanh Đông Nam Bộ,Phải trả người bán ngắn hạn > Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Công ty con,Dịch vụ,1.273.321.716,1.273.321.716,,,1273321716.0,1273321716.0
,,,,,26.626.540.429,1.273.321.716,,,26626540429.0,1273321716.0
Phải trả khác,Phải trả khác,Phải trả khác,Phải trả khác,Phải trả khác,Phải trả khác,Phải trả khác,,,,
Đất Xanh Hội An,Phải trả khác > Đất Xanh Hội An,Đất Xanh Hội An,Công ty con,Vốn nhận từ HĐHTKD,629.526.000.000,997.000.000.000,,,629526000000.0,997000000000.0
Saigon Riverside,Phải trả khác > Saigon Riverside,Saigon Riverside,Công ty con,Vốn nhận từ HĐHTKD,382.475.642.030,382.700.642.030,,,382475642030.0,382700642030.0
Xuân Định,Phải trả khác > Xuân Định,Xuân Định,Công ty con,Vốn nhận từ HĐHTKD,131.186.646.990,131.370.646.990,,,131186646990.0,131370646990.0
Vidoland,Phải trả khác > Vidoland,Vidoland,Công ty con,Vốn nhận từ HĐHTKD,122.876.039.416,122.876.039.416,,,122876039416.0,122876039416.0
Thăng Long Petrol,Phải trả khác > Thăng Long Petrol,Thăng Long Petrol,Công ty con,Vốn nhận từ HĐHTKD,112.712.220.930,113.756.220.930,,,112712220930.0,113756220930.0
In Nông Nghiệp,Phải trả khác > In Nông Nghiệp,In Nông Nghiệp,Công ty con,Vốn nhận từ HĐHTKD,69.667.483.696,74.847.483.696,,,69667483696.0,74847483696.0
Đất Xanh Miền Nam,Phải trả khác > Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Vốn nhận từ HĐHTKD,7.366.596.913,7.366.596.913,,,7366596913.0,7366596913.0
Đất Xanh Miền Nam,Phải trả khác > Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Nhận kỹ quỹ,27.300.000.000,-,,,27300000000.0,
Hà Thuận Hùng,Phải trả khác > Hà Thuận Hùng,Hà Thuận Hùng,Công ty con,Thu hộ tiền dự án,2.911.174.538,2.894.625.164,,,2911174538.0,2894625164.0
Ông Lương Trí Thảo,Phải trả khác > Ông Lương Trí Thảo,Ông Lương Trí Thảo,Cổ đông,Khác,418.284.000,418.284.000,,,418284000.0,418284000.0
Hà An,Phải trả khác > Hà An,Hà An,Công ty con,Nhận kỹ quỹ Ứng trước mua cổ phần Xuân Định,2.092.950.000.000,-,,,2092950000000.0,
DXS,Phải trả khác > DXS,DXS,Công ty con,Vốn nhận từ HĐHTKDThu hộ tiền dự án,-,245.000.000.000,,,,245000000000.0
LDG,Phải trả khác > LDG,LDG,Công ty liên kết,Đặt cọc Thu hộ tiền dự án,"2,461,012,482",2.442.444.030,,,,2442444030.0
LDG,Phải trả khác > LDG,LDG,Công ty liên kết,Đặt cọc Thu hộ tiền dự án,-,22.078.247.014,,,,22078247014.0
LDG,Phải trả khác > LDG,LDG,Công ty liên kết,Đặt cọc Thu hộ tiền dự án,-,417.147.545,,,,417147545.0
Bên liên quan khác,Phải trả khác > Bên liên quan khác,Bên liên quan khác,Khác,Khác,592.000.000,142.000.000,,,592000000.0,142000000.0
,,,,,3.582.443.100.995,2.480.243.237.078,,,3582443100995.0,2480243237078.0
