row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > 2.966.598.327,Số phải nộp trong năm > 21.608.375.665,Số đã nộp trong năm > (7.721.390.375),VND Số cuối năm > 16.853.583.617,numeric__Số đầu năm > 2.966.598.327,numeric__Số phải nộp trong năm > 21.608.375.665,numeric__Số đã nộp trong năm > (7.721.390.375),numeric__VND Số cuối năm > 16.853.583.617
Thuế TNDN,Thuế TNDN,Thuế TNDN,82.239.368.187,8.228.865.222,(88.323.859.091),2.144.374.318,82239368187.0,8228865222.0,-88323859091.0,2144374318.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.398.217.302,15.942.177.219,(16.158.690.959),2.181.703.562,2398217302.0,15942177219.0,-16158690959.0,2181703562.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,87.604.183.816,45.779.418.106,(112.203.940.425),21.179.661.497,87604183816.0,45779418106.0,-112203940425.0,21179661497.0
