row_label_raw,row_label_full,Bên liên quan,Môi quan hộ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Môi quan hộ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Hà An,Hà An,Hà An,Công ty con,Nhận ký quỹ Góp vốn,2.092.950.000.000,-,,,2092950000000.0,
Hà An,Hà An,Hà An,Công ty con,Nhận ký quỹ Góp vốn,1.316.026.000.000,2.506.082.964.690,,,1316026000000.0,2506082964690.0
Hà An,Hà An,Hà An,Công ty con,Chuyển nhượng vốn,255.000.000.000,1.953.735.214.130,,,255000000000.0,1953735214130.0
Hà An,Hà An,Hà An,Công ty con,Doanh thu cung cấp dịch vụ,93.118.181.818,6.324.350.645,,,93118181818.0,6324350645.0
Hà An,Hà An,Hà An,Công ty con,Vay,92.000.000.000,-,,,92000000000.0,
Hà An,Hà An,Hà An,Công ty con,Cho vay,70.000.000.000,140.300.000.000,,,70000000000.0,140300000000.0
Hà An,Hà An,Hà An,Công ty con,Lãi cho vay,517.808.219,1.512.460.275,,,517808219.0,1512460275.0
DXS,DXS,DXS,Công ty con,Cổ tức Góp vốn,479.469.000.000,686.752.386.273,,,479469000000.0,686752386273.0
DXS,DXS,DXS,Công ty con,Cổ tức Góp vốn,-,1.615.020.000.000,,,,1615020000000.0
DXS,DXS,DXS,Công ty con,Nhận vốn góp theo HĐHTKD,-,1.447.182.584.996,,,,1447182584996.0
DXI,DXI,DXI,Công ty con,Cho vay,48.137.336.165,-,,,48137336165.0,
DXI,DXI,DXI,Công ty con,Lãi cho vay,6.260.247.771,-,,,6260247771.0,
Đất Xanh Miền Nam,Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Nhận dịch vụ môi giới BDS,47.840.050.410,931.319.949,,,47840050410.0,931319949.0
Đất Xanh Miền Nam,Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Nhận ký quỹ,27.300.000.000,-,,,27300000000.0,
Đất Xanh Miền Nam,Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Nhận vốn góp theo HĐHTKD,-,123.483.384.428,,,,123483384428.0
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Vốn góp theo HĐHTKD,34.621.084.998,280.993.136.972,,,34621084998.0,280993136972.0
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Doanh thu dịch vụ BDS,13.307.693.713,23.798.562.735,,,13307693713.0,23798562735.0
Vicco Saigon,Vicco Saigon,Vicco Saigon,Công ty con,Góp vốn,29.706.000.000,29.781.670.097,,,29706000000.0,29781670097.0
Vicco Saigon,Vicco Saigon,Vicco Saigon,Công ty con,Thuê văn phòng,8.468.031.924,11.547.316.260,,,8468031924.0,11547316260.0
Đất Xanh Miền Trung,Đất Xanh Miền Trung,Đất Xanh Miền Trung,Công ty con,Doanh thu dịch vụ BDS,5.031.092.749,868.319.096,,,5031092749.0,868319096.0
Đất Xanh Miền Trung,Đất Xanh Miền Trung,Đất Xanh Miền Trung,Công ty con,Nhận vốn góp theo HĐHTKD,-,138.931.060.000,,,,138931060000.0
Saigon Riverview,Saigon Riverview,Saigon Riverview,Công ty con,Cho vay,12.190.000.000,34.212.842.732,,,12190000000.0,34212842732.0
Saigon Riverview,Saigon Riverview,Saigon Riverview,Công ty con,Lãi cho vay,2.924.795.707,451.159.120,,,2924795707.0,451159120.0
Saigon Riverview,Saigon Riverview,Saigon Riverview,Công ty con,Góp vốn,-,29.924.404.015,,,,29924404015.0
