row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,8.678.682.052.580,8.024.469.395.204,,,8678682052580.0,8024469395204.0
210,210,210,I. Các khoản phải thu dài hạn,,11.167.463.000,30.239.305.732,,,11167463000.0,30239305732.0
215,215,215,1. Phải thu về cho vay dài hạn,8,9.637.000.000,28.708.842.732,,8.0,9637000000.0,28708842732.0
216,216,216,2. Phải thu dài hạn khác,,1.530.463.000,1.530.463.000,,,1530463000.0,1530463000.0
220,220,220,II. Tài sản cố định,,12.915.874.407,17.192.517.624,,,12915874407.0,17192517624.0
221,221,221,1. Tài sản cố định hữu hình,12,9.897.024.654,13.658.380.440,,12.0,9897024654.0,13658380440.0
222,222,222,Nguyên giá,,29.387.866.306,28.967.597.124,,,29387866306.0,28967597124.0
223,223,223,Giá trị khấu hao lũy kế,,(19.490.841.652),(15.309.216.684),,,-19490841652.0,-15309216684.0
227,227,227,2. Tài sản cố định vô hình,13,3.018.849.753,3.534.137.184,,13.0,3018849753.0,3534137184.0
228,228,228,Nguyên giá,,8.477.412.007,7.707.480.039,,,8477412007.0,7707480039.0
229,229,229,Giá trị hao món lũy kế,,(5.458.562.254),(4.173.342.855),,,-5458562254.0,-4173342855.0
230,230,230,III. Bất động sản đầu tư,14,72.735.571.032,74.272.833.972,,14.0,72735571032.0,74272833972.0
231,231,231,1. Nguyên giá,,77.572.433.258,77.572.433.258,,,77572433258.0,77572433258.0
232,232,232,2. Giá trị khấu hao lũy kế,,(4.836.862.226),(3.299.599.286),,,-4836862226.0,-3299599286.0
240,240,240,IV. Tài sản dở dang dài hạn,,3.332.724.995,458.427.495,,,3332724995.0,458427495.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,3.332.724.995,458.427.495,,,3332724995.0,458427495.0
250,250,250,V. Đầu tư tài chính dài hạn,15,8.448.109.303.988,7.823.206.154.217,,15.0,8448109303988.0,7823206154217.0
251,251,251,1. Đầu tư vào công ty con,,8.587.351.944.217,7.446.689.944.217,,,8587351944217.0,7446689944217.0
252,252,252,2. Đầu tư vào công ty liên kết,,-,376.516.210.000,,,,376516210000.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,(139.242.640.229),-,,,-139242640229.0,
260,260,260,VI. Tài sản dài hạn khác,,130.421.115.158,79.100.156.164,,,130421115158.0,79100156164.0
261,261,261,1. Chi phí trả trước dài hạn,16,126.279.874.595,77.500.696.722,,16.0,126279874595.0,77500696722.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,29.3,2.751.240.563,209.459.442,,293.0,2751240563.0,209459442.0
268,268,268,3. Tài sản dài hạn khác,,1.390.000.000,1.390.000.000,,,1390000000.0,1390000000.0
270,270,270,TỔNG CỘNG TÀI SẢN,,11.396.165.903.986,10.952.729.633.288,,,11396165903986.0,10952729633288.0
