row_label_raw,row_label_full,Số đầu năm > Vay trong năm,Năm nay > 2.025.385.509.703 > 1.116.000.000.000,VNDNăm trước > 2.424.226.044.834 > 869.563.228.800,numeric__Năm nay > 2.025.385.509.703 > 1.116.000.000.000,numeric__VNDNăm trước > 2.424.226.044.834 > 869.563.228.800
Trả nợ gốc vay và trái phiếu,Trả nợ gốc vay và trái phiếu,Trả nợ gốc vay và trái phiếu,(2.089.540.938.800),(1.268.861.569.600),-2089540938800.0,-1268861569600.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(7.700.000.000),(9.993.557.851),-7700000000.0,-9993557851.0
Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,16.111.611.567,10.451.363.520,16111611567.0,10451363520.0
Số cuối năm,Số cuối năm,Số cuối năm,1.060.256.182.470,2.025.385.509.703,1060256182470.0,2025385509703.0
