row_label_raw,row_label_full,Tên công ty,Được thành lập theo,Ngành hoạt động,Vốn điều lệ,% sở hữu,numeric__Được thành lập theo,numeric__Ngành hoạt động,numeric__Vốn điều lệ,numeric__% sở hữu
Công tyQuốc tếSSI,Công tyQuốc tếSSI,Công tyQuốc tếSSI,Thành lập tại Hoa Kỳtheo Đăng ký Kinhdoanh số 090813396- 4724807 ngày 27tháng 8 năm 2009.,Kinh doanh bấtđộng sân,"18.499.870,31 USD","76,15%",,,,0.7615000000000001
Công ty Cổ phần Công nghệ sốSSI,Công ty Cổ phần Công nghệ sốSSI,Công ty Cổ phần Công nghệ sốSSI,"Giấy chứng nhậnĐăng ký Doanh nghiệp Công ty Cổ phần do Sở Kế hoạchvà Đầu tư Hà Nội cấp. Ban đầu, Côngty hoạt động theoGiấy chứng nhậnĐăng ký Kinh doanh số 0109944126 ngày25 tháng 3 năm 2022.","Nghiên cứu khoahọc và phát triểncông nghệTư vấn quản lý,lập trình, ...",200 tỷ VND,"68,54%",,,,0.6854
