row_label_raw,row_label_full,Thuế giá trị gia tăng,Số cuối năm > 720.763.429,Đơn vị tính: VND > Số đầu năm > 1.836.459.274,numeric__Số cuối năm > 720.763.429,numeric__Đơn vị tính: VND > Số đầu năm > 1.836.459.274
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,32.695.176.094,222.198.744.178,32695176094.0,222198744178.0
Thuế thu nhập cả nhân,Thuế thu nhập cả nhân,Thuế thu nhập cả nhân,73.449.627.457,118.330.378.924,73449627457.0,118330378924.0
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,5.907.528.831,8.113.911.501,5907528831.0,8113911501.0
Tổng cộng,Tổng cộng,Tổng cộng,112.773.095.811,350.479.493.877,112773095811.0,350479493877.0
