row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tam ứng,Tam ứng,Tam ứng,26.688.081.291,11.567.140.575,26688081291.0,11567140575.0
"Vật tư văn phòng, công cụ, dụng cụ","Vật tư văn phòng, công cụ, dụng cụ","Vật tư văn phòng, công cụ, dụng cụ",4.458.362.981,3.314.801.546,4458362981.0,3314801546.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,69.513.778.142,52.459.871.652,69513778142.0,52459871652.0
"- Chi phí trả trước mua công cụ, vật liệu văn phòng","- Chi phí trả trước mua công cụ, vật liệu văn phòng","- Chi phí trả trước mua công cụ, vật liệu văn phòng",3.508.782.458,2.996.466.634,3508782458.0,2996466634.0
- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,66.004.995.684,49.463.405.018,66004995684.0,49463405018.0
"Cảm cố, thể chấp, ký quỹ, ký cược ngắn hạn","Cảm cố, thể chấp, ký quỹ, ký cược ngắn hạn","Cảm cố, thể chấp, ký quỹ, ký cược ngắn hạn",256.728.000,3.727.824.150,256728000.0,3727824150.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,2.275.883.968,2.034.798.400,2275883968.0,2034798400.0
- Tiền gửi ký quỹ phải sinh của Công ty,- Tiền gửi ký quỹ phải sinh của Công ty,- Tiền gửi ký quỹ phải sinh của Công ty,1.217.353.068,883.944.800,1217353068.0,883944800.0
- Khác,- Khác,- Khác,1.058.530.900,1.150.853.600,1058530900.0,1150853600.0
Tổng cộng,Tổng cộng,Tổng cộng,103.192.834.382,73.104.436.323,103192834382.0,73104436323.0
