row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,29.715.974.282.448,36.472.054.224.951,,,29715974282448.0,36472054224951.0
310,310,310,I. Nợ phải trả ngắn hạn,,29.713.371.279.085,36.427.503.281.646,,,29713371279085.0,36427503281646.0
311,311,311,1. Vay và nợ thuê tài sản tài chính ngắn hạn,20,27.892.289.728.472,31.120.908.370.195,,20.0,27892289728472.0,31120908370195.0
312,312,312,1.1. Vay ngắn hạn,,27.892.289.728.472,31.120.908.370.195,,,27892289728472.0,31120908370195.0
318,318,318,2. Phải trả hoạt động giao dịch chứng khoán,21,49.171.694.783,180.055.643.711,,21.0,49171694783.0,180055643711.0
320,320,320,3. Phải trả người bán ngắn hạn,22,247.910.162.190,19.760.794.859,,22.0,247910162190.0,19760794859.0
321,321,321,4. Người mua trả tiền trước ngắn hạn,,4.821.592.590,6.200.501.681,,,4821592590.0,6200501681.0
322,322,322,5. Thuế và các khoản phải nộp Nhà nước,23,112.773.095.811,350.479.493.877,,23.0,112773095811.0,350479493877.0
323,323,323,6. Phải trả người lao động,,109.269.858.249,123.281.320.513,,,109269858249.0,123281320513.0
324,324,324,7. Các khoản trích nộp phúc lợi nhân viên,,740.015.698,278.235.822,,,740015698.0,278235822.0
325,325,325,8. Chi phí phải trả ngắn hạn,24,67.473.361.237,102.599.740.252,,24.0,67473361237.0,102599740252.0
327,327,327,9. Doanh thu chưa thực hiện ngắn hạn,,129.242.424,72.000.000,,,129242424.0,72000000.0
329,329,329,"10. Các khoản phải trả, phải nộp ngắn hạn khác",25,906.895.612.035,4.277.925.693.620,,25.0,906895612035.0,4277925693620.0
331,331,331,"11. Quỹ khen thưởng, phúc lợi",26,321.896.915.596,245.941.487.116,,26.0,321896915596.0,245941487116.0
340,340,340,II. Nợ phải trả dài hạn,,2.603.003.363,44.550.943.305,,,2603003363.0,44550943305.0
351,351,351,1. Doanh thu chưa thực hiện dài hạn,,1.400.000.000,1.600.000.000,,,1400000000.0,1600000000.0
356,356,356,2. Thuế thu nhập doanh nghiệp hoãn lại phải trả,17,1.203.003.363,42.950.943.305,,17.0,1203003363.0,42950943305.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,21.859.183.714.796,13.886.987.412.057,,,21859183714796.0,13886987412057.0
410,410,410,I. Vốn chủ sở hữu,27,21.859.183.714.796,13.886.987.412.057,,27.0,21859183714796.0,13886987412057.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,18.191.406.836.235,10.642.685.440.635,,,18191406836235.0,10642685440635.0
411.1,411.1,411.1,1.1. Vốn góp của chủ sở hữu,,14.911.301.370.000,9.847.500.220.000,,,14911301370000.0,9847500220000.0
411.1a,411.1a,411.1a,a. Cổ phiếu phổ thông,,14.911.301.370.000,9.847.500.220.000,,,14911301370000.0,9847500220000.0
411.2,411.2,411.2,1.2. Thặng dư vốn cổ phần,,3.299.220.472.644,817.169.133.373,,,3299220472644.0,817169133373.0
411.5,411.5,411.5,1.3. Cổ phiếu quỹ,,(19.115.006.409),(21.983.912.738),,,-19115006409.0,-21983912738.0
412,412,412,2. Chênh lệch đánh giá tài sản theo giá trị hợp lý,40,(6.286.385.840),(3.793.033.106),,40.0,-6286385840.0,-3793033106.0
414,414,414,3. Quỹ dự trữ bổ sung vốn điều lệ,,58.252.419.507,58.252.419.507,,,58252419507.0,58252419507.0
415,415,415,4. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,,,492.932.169.472,,,,492932169472.0
417,417,417,5. Lợi nhuận chưa phân phối,27.1,3.615.810.844.894,2.696.910.415.549,,271.0,3615810844894.0,2696910415549.0
417.1,417.1,417.1,5.1 Lợi nhuận đã thực hiện,,3.741.204.302.563,2.577.927.084.160,,,3741204302563.0,2577927084160.0
417.2,417.2,417.2,5.2 Lợi nhuận chưa thực hiện,,(125.393.457.669),118.983.331.389,,,-125393457669.0,118983331389.0
440,440,440,TỔNG CỘNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,51.575.157.997.244,50.359.041.637.008,,,51575157997244.0,50359041637008.0
