row_label_raw,row_label_full,col_0,Don vị tính: VND,Don vị tính: VND_1,numeric__Don vị tính: VND,numeric__Don vị tính: VND_1
,,,Năm nay,Năm trước,,
Chênh lệch lỗ tỷ giả hối đoái đã và chưa thực hiện,Chênh lệch lỗ tỷ giả hối đoái đã và chưa thực hiện,Chênh lệch lỗ tỷ giả hối đoái đã và chưa thực hiện,123.957.370.811,37.615.815.156,123957370811.0,37615815156.0
Chi phí lãi trái phiếu phát hành,Chi phí lãi trái phiếu phát hành,Chi phí lãi trái phiếu phát hành,-,14.713.190.434,,14713190434.0
Chi phí lãi vay ngắn hạn,Chi phí lãi vay ngắn hạn,Chi phí lãi vay ngắn hạn,1.030.649.945.603,1.015.145.295.413,1030649945603.0,1015145295413.0
Chi phí tài chính khác,Chi phí tài chính khác,Chi phí tài chính khác,261.003.468.575,47.056.563.263,261003468575.0,47056563263.0
Tổng cộng,Tổng cộng,Tổng cộng,1.415.610.784.989,1.114.530.864.266,1415610784989.0,1114530864266.0
