row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,344.101.936.315,457.520.134.607,344101936315.0,457520134607.0
Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,41.971.968.707,39.982.985.714,41971968707.0,39982985714.0
Chi phí lượng và các khoản khác theo lượng,Chi phí lượng và các khoản khác theo lượng,Chi phí lượng và các khoản khác theo lượng,744.837.114.282,929.461.302.133,744837114282.0,929461302133.0
"Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN",37.430.960.750,28.291.258.920,37430960750.0,28291258920.0
Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,1.306.518.241,920.653.356,1306518241.0,920653356.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",11.312.372.975,4.706.107.124,11312372975.0,4706107124.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,45.709.588.920,35.433.008.218,45709588920.0,35433008218.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,75.000.000,50.000.000,75000000.0,50000000.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,263.494.674.589,158.444.822.916,263494674589.0,158444822916.0
Chi phí về vốn,Chi phí về vốn,Chi phí về vốn,72.720.002.130,60.473.564.831,72720002130.0,60473564831.0
Chi phí khác,Chi phí khác,Chi phí khác,27.897.283.148,17.895.046.578,27897283148.0,17895046578.0
Tổng cộng,Tổng cộng,Tổng cộng,1.590.857.420.057,1.733.178.884.397,1590857420057.0,1733178884397.0
