row_label_raw,row_label_full,col_0,Khối lượng giao dịch thực hiện trong năm (đơn vị),Giá trị giao dịch thực hiện trong năm (VND),numeric__Khối lượng giao dịch thực hiện trong năm (đơn vị),numeric__Giá trị giao dịch thực hiện trong năm (VND)
a. Của Công ty,a. Của Công ty,a. Của Công ty,1.687.164.923,218.923.200.836.025,1687164923.0,218923200836025.0
- Cổ phiếu,- Cổ phiếu,- Cổ phiếu,434.122.250,16.796.261.233.181,434122250.0,16796261233181.0
- Trái phiếu,- Trái phiếu,- Trái phiếu,671.009.227,139.281.163.216.307,671009227.0,139281163216307.0
- Chứng khoán khác,- Chứng khoán khác,- Chứng khoán khác,582.033.446,62.845.776.386.537,582033446.0,62845776386537.0
b. Của nhà đầu tư,b. Của nhà đầu tư,b. Của nhà đầu tư,34.320.054.893,1.814.855.708.445.776,34320054893.0,1814855708445776.0
- Cổ phiếu,- Cổ phiếu,- Cổ phiếu,33.322.846.170,910.844.819.951.352,33322846170.0,910844819951352.0
- Trái phiếu,- Trái phiếu,- Trái phiếu,64.767.729,7.053.900.967.894,64767729.0,7053900967894.0
- Chứng khoán khác,- Chứng khoán khác,- Chứng khoán khác,932.440.994,896.956.987.526.530,932440994.0,896956987526530.0
Tổng cộng,Tổng cộng,Tổng cộng,36.007.219.816,2.033.778.909.281.801,36007219816.0,2033778909281801.0
