row_label_raw,row_label_full,col_0,2023VND’000,2022VND’000,numeric__2023VND’000,numeric__2022VND’000
Current tax expense,Current tax expense,Current tax expense,Current tax expense,Current tax expense,,
Current year,Current tax expense > Current year,Current year,"85,686","199,163",85.686,199.163
Over provision in prior years,Current tax expense > Over provision in prior years,Over provision in prior years,"(22,228)","(20,904)",-22.228,-20.904
,,,"63,458","178,259",63.458,178.259
