row_label_raw,row_label_full,col_0,2023VND'000,2022VND'000,numeric__2023VND'000,numeric__2022VND'000
Interest income,Interest income,Interest income,"22,696","38,709",22.696,38.709
Distribution of profit from BCC,Distribution of profit from BCC,Distribution of profit from BCC,"328,388,270","281,490,988",,
Realised foreign exchange gain,Distribution of profit from BCC > Realised foreign exchange gain,Realised foreign exchange gain,"80,460","3,791",80.46,3.791
,,,"328,491,426","281,533,488",,
