row_label_raw,row_label_full,col_0,1/1/2023Giá trị ghi sổ và sốcó khả năng trả nợ(**)Nghìn VND,Biến động trong năm > TăngNghìn VND,Biến động trong năm > GiảmNghìn VND,31/12/2023Giá trị ghi sổ và sốcó khả năng trả nợ(**)Nghìn VND,numeric__1/1/2023Giá trị ghi sổ và sốcó khả năng trả nợ(**)Nghìn VND,numeric__Biến động trong năm > TăngNghìn VND,numeric__Biến động trong năm > GiảmNghìn VND,numeric__31/12/2023Giá trị ghi sổ và sốcó khả năng trả nợ(**)Nghìn VND
Vay ngắn hạn (*),Vay ngắn hạn (*),Vay ngắn hạn (*),21.200.000,5.000.000,-,26.200.000,21200000.0,5000000.0,,26200000.0
Trái phiếu dài hạn đến hạntrả (Thuyết minh 11(b)),Trái phiếu dài hạn đến hạntrả (Thuyết minh 11(b)),Trái phiếu dài hạn đến hạntrả (Thuyết minh 11(b)),1.500.000.000,1.500.000.000,(1.500.000.000),1.500.000.000,1500000000.0,1500000000.0,-1500000000.0,1500000000.0
,,,1.521.200.000,1.505.000.000,(1.500.000.000),1.526.200.000,1521200000.0,1505000000.0,-1500000000.0,1526200000.0
