row_label_raw,row_label_full,col_0,2023VND'000,2022VND'000,numeric__2023VND'000,numeric__2022VND'000
Interest expense,Interest expense,Interest expense,"317,053,397","272,615,389",,
Borrowing fees,Interest expense > Borrowing fees,Borrowing fees,"90,090","90,090",90.09,90.09
Realised foreign exchange loss,Interest expense > Realised foreign exchange loss,Realised foreign exchange loss,"162,330","27,093",162.33,27.093
,,,"317,305,817","272,732,572",,
